city1_2	flag
丽江福州	7950
福州丽江	7950
泉州重庆	7963
重庆泉州	7963
青岛郑州	7970
郑州青岛	7970
青岛长春	7974
长春青岛	7974
西安呼和浩特	7978
呼和浩特西安	7978
天津绵阳	7982
绵阳天津	7982
桂林南昌	7989
南昌桂林	7989
泉州长沙	8017
长沙泉州	8017
武汉台州	8023
台州武汉	8023
淮安长沙	8033
长沙淮安	8033
义乌郑州	8041
郑州义乌	8041
潍坊重庆	8045
重庆潍坊	8045
上海大同	8051
大同上海	8051
太原绵阳	8068
绵阳太原	8068
哈尔滨海口	8072
海口哈尔滨	8072
无锡重庆	8077
重庆无锡	8077
武汉深圳	8086
深圳武汉	8086
黄山长沙	8090
长沙黄山	8090
武夷山重庆	8091
重庆武夷山	8091
揭阳潮汕郑州	8097
郑州揭阳潮汕	8097
宜昌重庆	8104
重庆宜昌	8104
无锡北京	8106
北京无锡	8106
唐山上海	8109
上海唐山	8109
大连包头	8115
包头大连	8115
青岛成都	8117
成都青岛	8117
武汉济宁	8131
济宁武汉	8131
徐州重庆	8144
重庆徐州	8144
珠海武汉	8153
武汉珠海	8153
泉州常州	8167
常州泉州	8167
天津广州	8179
广州天津	8179
上海鄂尔多斯	8183
鄂尔多斯上海	8183
上海大连	8188
大连上海	8188
北京牡丹江	8194
牡丹江北京	8194
巴彦淖尔北京	8203
北京巴彦淖尔	8203
济南海口	8207
海口济南	8207
赣州海口	8211
海口赣州	8211
通辽沈阳	8216
沈阳通辽	8216
运城上海	8228
上海运城	8228
温州广州	8232
广州温州	8232
济宁海口	8243
海口济宁	8243
宜宾昆明	8245
昆明宜宾	8245
湛江贵阳	8260
贵阳湛江	8260
运城沈阳	8264
沈阳运城	8264
揭阳潮汕长沙	8267
长沙揭阳潮汕	8267
连云港海口	8269
海口连云港	8269
深圳重庆	8272
重庆深圳	8272
宁波大连	8281
大连宁波	8281
兰州海口	8297
海口兰州	8297
天津通辽	8298
通辽天津	8298
黄山大连	8306
大连黄山	8306
西安济宁	8323
济宁西安	8323
赤峰包头	8343
包头赤峰	8343
赣州杭州	8348
杭州赣州	8348
运城深圳	8357
深圳运城	8357
上海邯郸	8366
邯郸上海	8366
沈阳郑州	8384
郑州沈阳	8384
深圳泸州	8387
泸州深圳	8387
上海呼和浩特	8393
呼和浩特上海	8393
淮安福州	8395
福州淮安	8395
西双版纳广州	8414
广州西双版纳	8414
武汉连云港	8419
连云港武汉	8419
昆明黔江	8440
黔江昆明	8440
青岛福州	8446
福州青岛	8446
运城武汉	8457
武汉运城	8457
西宁广州	8464
广州西宁	8464
昆明哈尔滨	8471
哈尔滨昆明	8471
运城厦门	8478
厦门运城	8478
宁波海口	8489
海口宁波	8489
无锡福州	8490
福州无锡	8490
三亚福州	8491
福州三亚	8491
深圳丹东	8493
丹东深圳	8493
盐城广州	8505
广州盐城	8505
深圳北京	8511
北京深圳	8511
厦门济宁	8517
济宁厦门	8517
昆明凯里	8538
凯里昆明	8538
西安丽江	8551
丽江西安	8551
徐州福州	8555
福州徐州	8555
襄阳南京	8557
南京襄阳	8557
乌鲁木齐长沙	8574
长沙乌鲁木齐	8574
白山大连	8578
大连白山	8578
天津杭州	8582
杭州天津	8582
泉州杭州	8584
杭州泉州	8584
石家庄大连	8585
大连石家庄	8585
太原大同	8587
大同太原	8587
哈尔滨常州	8589
常州哈尔滨	8589
青岛合肥	8605
合肥青岛	8605
西安临沂	8623
临沂西安	8623
深圳张家界	8663
张家界深圳	8663
义乌海口	8679
海口义乌	8679
威海杭州	8680
杭州威海	8680
三亚杭州	8699
杭州三亚	8699
鸡西大连	8700
大连鸡西	8700
西安宁波	8703
宁波西安	8703
武汉秦皇岛	8707
秦皇岛武汉	8707
上海九江	8708
九江上海	8708
贵阳海口	8720
海口贵阳	8720
西安南宁	8722
南宁西安	8722
沈阳大同	8724
大同沈阳	8724
沈阳常州	8725
常州沈阳	8725
青岛哈尔滨	8743
哈尔滨青岛	8743
武汉石家庄	8750
石家庄武汉	8750
天津包头	8759
包头天津	8759
运城太原	8771
太原运城	8771
厦门洛阳	8778
洛阳厦门	8778
长沙重庆	8790
重庆长沙	8790
湛江重庆	8806
重庆湛江	8806
遵义海口	8815
海口遵义	8815
珠海义乌	8838
义乌珠海	8838
武汉福州	8854
福州武汉	8854
西宁沈阳	8861
沈阳西宁	8861
唐山广州	8870
广州唐山	8870
湛江武汉	8875
武汉湛江	8875
西安敦煌	8885
敦煌西安	8885
北京南京	8889
南京北京	8889
温州海口	8893
海口温州	8893
上海贵阳	8913
贵阳上海	8913
宁波昆明	8922
昆明宁波	8922
无锡济宁	8929
济宁无锡	8929
武汉海口	8936
海口武汉	8936
南京桂林	8937
桂林南京	8937
北京长春	8945
长春北京	8945
北京赤峰	8956
赤峰北京	8956
宜昌宜宾	8964
宜宾宜昌	8964
广州安庆	8965
安庆广州	8965
乌鲁木齐海口	8972
海口乌鲁木齐	8972
西安福州	8976
福州西安	8976
南京兰州	8977
兰州南京	8977
厦门南通	8981
南通厦门	8981
无锡南昌	8983
南昌无锡	8983
广州兴义	8994
兴义广州	8994
深圳台州	9000
台州深圳	9000
西安格尔木	9008
格尔木西安	9008
青岛贵阳	9009
贵阳青岛	9009
西宁太原	9019
太原西宁	9019
南宁贵阳	9028
贵阳南宁	9028
深圳井冈山	9046
井冈山深圳	9046
佳木斯杭州	9047
杭州佳木斯	9047
阿里喀什	9074
喀什阿里	9074
青岛洛阳	9077
洛阳青岛	9077
烟台南昌	9079
南昌烟台	9079
烟台福州	9091
福州烟台	9091
无锡桂林	9109
桂林无锡	9109
厦门石家庄	9123
石家庄厦门	9123
上海南充	9127
南充上海	9127
黄山深圳	9129
深圳黄山	9129
宁波临沂	9130
临沂宁波	9130
温州贵阳	9137
贵阳温州	9137
上海白山	9140
白山上海	9140
揭阳潮汕贵阳	9144
贵阳揭阳潮汕	9144
上海齐齐哈尔	9150
齐齐哈尔上海	9150
深圳南昌	9153
南昌深圳	9153
徐州贵阳	9159
贵阳徐州	9159
威海洛阳	9184
洛阳威海	9184
深圳兴义	9188
兴义深圳	9188
乌鲁木齐哈尔滨	9189
哈尔滨乌鲁木齐	9189
青岛牡丹江	9192
牡丹江青岛	9192
义乌贵阳	9203
贵阳义乌	9203
深圳贵阳	9223
贵阳深圳	9223
延安重庆	9224
重庆延安	9224
兰州庆阳	9227
庆阳兰州	9227
郑州包头	9247
包头郑州	9247
温州柳州	9266
柳州温州	9266
三亚宁波	9281
宁波三亚	9281
广州北海	9283
北海广州	9283
天津成都	9285
成都天津	9285
济南三亚	9291
三亚济南	9291
福州长沙	9295
长沙福州	9295
昆明兴义	9301
兴义昆明	9301
洛阳包头	9302
包头洛阳	9302
北京二连浩特	9313
二连浩特北京	9313
厦门万州	9326
万州厦门	9326
义乌临沂	9333
临沂义乌	9333
运城成都	9345
成都运城	9345
天水西安	9347
西安天水	9347
三亚北京	9351
北京三亚	9351
西安北京	9356
北京西安	9356
黄山北京	9366
北京黄山	9366
西安嘉峪关	9367
嘉峪关西安	9367
太原兰州	9369
兰州太原	9369
深圳永州	9375
永州深圳	9375
上海北京	9377
北京上海	9377
徐州宁波	9378
宁波徐州	9378
张家界成都	9387
成都张家界	9387
沈阳济宁	9395
济宁沈阳	9395
烟台宁波	9412
宁波烟台	9412
揭阳潮汕南宁	9413
南宁揭阳潮汕	9413
沈阳南京	9421
南京沈阳	9421
丽江昆明	9424
昆明丽江	9424
天津张家界	9427
张家界天津	9427
温州南通	9430
南通温州	9430
沈阳南宁	9445
南宁沈阳	9445
温州兰州	9449
兰州温州	9449
张家界常州	9457
常州张家界	9457
北京常德	9463
常德北京	9463
北京呼和浩特	9465
呼和浩特北京	9465
呼和浩特海口	9469
海口呼和浩特	9469
徐州北京	9481
北京徐州	9481
威海沈阳	9482
沈阳威海	9482
义乌南通	9494
南通义乌	9494
宜春北京	9505
北京宜春	9505
扬州北京	9507
北京扬州	9507
合肥郑州	9519
郑州合肥	9519
无锡石家庄	9544
石家庄无锡	9544
无锡揭阳潮汕	9559
揭阳潮汕无锡	9559
万州南京	9566
南京万州	9566
昆明包头	9586
包头昆明	9586
天津呼和浩特	9589
呼和浩特天津	9589
石家庄合肥	9593
合肥石家庄	9593
深圳上海	9599
上海深圳	9599
兰州银川	9606
银川兰州	9606
宜昌昆明	9632
昆明宜昌	9632
厦门安庆	9642
安庆厦门	9642
揭阳潮汕成都	9652
成都揭阳潮汕	9652
万州北京	9664
北京万州	9664
合肥福州	9667
福州合肥	9667
威海北京	9668
北京威海	9668
温州北京	9674
北京温州	9674
深圳石家庄	9689
石家庄深圳	9689
沈阳临沂	9694
临沂沈阳	9694
无锡温州	9695
温州无锡	9695
珠海南昌	9712
南昌珠海	9712
义乌深圳	9714
深圳义乌	9714
天津沈阳	9723
沈阳天津	9723
青岛大连	9736
大连青岛	9736
北京井冈山	9740
井冈山北京	9740
上海舟山	9743
舟山上海	9743
北京九江	9764
九江北京	9764
洛阳成都	9765
成都洛阳	9765
徐州武汉	9766
武汉徐州	9766
沈阳宁波	9774
宁波沈阳	9774
北京黔江	9777
黔江北京	9777
北京济宁	9795
济宁北京	9795
太原杭州	9797
杭州太原	9797
义乌乌鲁木齐	9799
乌鲁木齐义乌	9799
宁波南昌	9802
南昌宁波	9802
扬州厦门	9805
厦门扬州	9805
潍坊大连	9807
大连潍坊	9807
太原青岛	9808
青岛太原	9808
济南包头	9813
包头济南	9813
遵义三亚	9826
三亚遵义	9826
南京包头	9829
包头南京	9829
大理重庆	9832
重庆大理	9832
福州郑州	9836
郑州福州	9836
天津银川	9840
银川天津	9840
沈阳满洲里	9845
满洲里沈阳	9845
福州长春	9862
长春福州	9862
兰州成都	9876
成都兰州	9876
上海兴义	9889
兴义上海	9889
武夷山西安	9901
西安武夷山	9901
上海北海	9916
北海上海	9916
天津泉州	9920
泉州天津	9920
桂林呼和浩特	9925
呼和浩特桂林	9925
武汉青岛	9933
青岛武汉	9933
贵阳兴义	9940
兴义贵阳	9940
深圳阜阳	9944
阜阳深圳	9944
无锡深圳	9961
深圳无锡	9961
迪庆成都	9967
成都迪庆	9967
西安大同	9985
大同西安	9985
深圳海口	9996
海口深圳	9996
武汉乌鲁木齐	9998
乌鲁木齐武汉	9998
昭通重庆	10003
重庆昭通	10003
东营重庆	10014
重庆东营	10014
烟台上海	10019
上海烟台	10019
阜阳重庆	10022
重庆阜阳	10022
天津赣州	10033
赣州天津	10033
珠海南京	10044
南京珠海	10044
哈尔滨广州	10048
广州哈尔滨	10048
深圳赣州	10052
赣州深圳	10052
银川福州	10055
福州银川	10055
北京拉萨	10056
拉萨北京	10056
厦门天津	10061
天津厦门	10061
福州成都	10063
成都福州	10063
盐城南京	10069
南京盐城	10069
厦门太原	10078
太原厦门	10078
运城昆明	10079
昆明运城	10079
西宁鄂尔多斯	10084
鄂尔多斯西宁	10084
厦门乌鲁木齐	10090
乌鲁木齐厦门	10090
阿里拉萨	10094
拉萨阿里	10094
西安鄂尔多斯	10100
鄂尔多斯西安	10100
南宁昆明	10110
昆明南宁	10110
哈尔滨郑州	10116
郑州哈尔滨	10116
北京南充	10137
南充北京	10137
上海长治	10142
长治上海	10142
柳州杭州	10148
杭州柳州	10148
宜宾深圳	10151
深圳宜宾	10151
福州大连	10154
大连福州	10154
杭州重庆	10163
重庆杭州	10163
太原桂林	10171
桂林太原	10171
西宁温州	10175
温州西宁	10175
北京哈尔滨	10181
哈尔滨北京	10181
石家庄绵阳	10191
绵阳石家庄	10191
厦门常州	10192
常州厦门	10192
天津连云港	10196
连云港天津	10196
西安重庆	10208
重庆西安	10208
天津上海	10210
上海天津	10210
济南长春	10212
长春济南	10212
哈尔滨重庆	10223
重庆哈尔滨	10223
昆明鄂尔多斯	10228
鄂尔多斯昆明	10228
太原丽江	10237
丽江太原	10237
景德镇成都	10240
成都景德镇	10240
哈尔滨长沙	10261
长沙哈尔滨	10261
加格达奇呼伦贝尔	10271
呼伦贝尔加格达奇	10271
连云港成都	10280
成都连云港	10280
天津宁波	10281
宁波天津	10281
台州重庆	10288
重庆台州	10288
天津南宁	10297
南宁天津	10297
昆明郑州	10299
郑州昆明	10299
成都包头	10301
包头成都	10301
兰州郑州	10308
郑州兰州	10308
贵阳大连	10312
大连贵阳	10312
青岛重庆	10316
重庆青岛	10316
南宁南昌	10320
南昌南宁	10320
榆林海口	10322
海口榆林	10322
温州郑州	10330
郑州温州	10330
牡丹江广州	10340
广州牡丹江	10340
南昌鄂尔多斯	10349
鄂尔多斯南昌	10349
银川哈尔滨	10356
哈尔滨银川	10356
北京衢州	10362
衢州北京	10362
深圳济宁	10364
济宁深圳	10364
深圳衢州	10371
衢州深圳	10371
太原南京	10390
南京太原	10390
重庆郑州	10392
郑州重庆	10392
石家庄沈阳	10395
沈阳石家庄	10395
西安兰州	10399
兰州西安	10399
厦门阜阳	10406
阜阳厦门	10406
杭州鄂尔多斯	10409
鄂尔多斯杭州	10409
昆明呼和浩特	10413
呼和浩特昆明	10413
运城北京	10430
北京运城	10430
海口福州	10432
福州海口	10432
太原银川	10435
银川太原	10435
西安淮安	10441
淮安西安	10441
天津西安	10458
西安天津	10458
湛江海口	10465
海口湛江	10465
泉州成都	10466
成都泉州	10466
南昌海口	10478
海口南昌	10478
珠海贵阳	10485
贵阳珠海	10485
重庆长治	10488
长治重庆	10488
西安哈密	10492
哈密西安	10492
昆明杭州	10506
杭州昆明	10506
武汉杭州	10508
杭州武汉	10508
乌海西安	10511
西安乌海	10511
长春郑州	10525
郑州长春	10525
上海东营	10532
东营上海	10532
南昌呼和浩特	10534
呼和浩特南昌	10534
黄山成都	10540
成都黄山	10540
太原沈阳	10555
沈阳太原	10555
西安景德镇	10570
景德镇西安	10570
武汉桂林	10573
桂林武汉	10573
潍坊上海	10579
上海潍坊	10579
无锡成都	10586
成都无锡	10586
杭州呼和浩特	10591
呼和浩特杭州	10591
北京柳州	10595
柳州北京	10595
昆明大连	10604
大连昆明	10604
宁波重庆	10605
重庆宁波	10605
太原深圳	10617
深圳太原	10617
武汉宁波	10621
宁波武汉	10621
兰州大连	10639
大连兰州	10639
深圳临沂	10644
临沂深圳	10644
南宁成都	10645
成都南宁	10645
太原济南	10672
济南太原	10672
洛阳大连	10673
大连洛阳	10673
深圳常德	10688
常德深圳	10688
深圳绵阳	10692
绵阳深圳	10692
义乌成都	10700
成都义乌	10700
兰州张家界	10727
张家界兰州	10727
武夷山深圳	10734
深圳武夷山	10734
万州广州	10745
广州万州	10745
揭阳潮汕重庆	10773
重庆揭阳潮汕	10773
腾冲成都	10787
成都腾冲	10787
厦门九江	10790
九江厦门	10790
宜昌宁波	10818
宁波宜昌	10818
上海呼伦贝尔	10831
呼伦贝尔上海	10831
丽江桂林	10857
桂林丽江	10857
温州阜阳	10862
阜阳温州	10862
济南哈尔滨	10878
哈尔滨济南	10878
太原重庆	10879
重庆太原	10879
怀化长沙	10885
长沙怀化	10885
沈阳重庆	10896
重庆沈阳	10896
巴彦淖尔呼和浩特	10910
呼和浩特巴彦淖尔	10910
天津石家庄	10912
石家庄天津	10912
乌鲁木齐广州	10920
广州乌鲁木齐	10920
深圳三亚	10935
三亚深圳	10935
义乌揭阳潮汕	10947
揭阳潮汕义乌	10947
大庆大连	10956
大连大庆	10956
西安广州	10963
广州西安	10963
西安绵阳	10966
绵阳西安	10966
潍坊杭州	10985
杭州潍坊	10985
天津赤峰	10987
赤峰天津	10987
青岛台州	11020
台州青岛	11020
西宁北京	11025
北京西宁	11025
佳木斯大连	11036
大连佳木斯	11036
天津大同	11039
大同天津	11039
泉州舟山	11041
舟山泉州	11041
宜宾广州	11042
广州宜宾	11042
沈阳成都	11050
成都沈阳	11050
宜昌三亚	11058
三亚宜昌	11058
厦门柳州	11093
柳州厦门	11093
贵阳呼和浩特	11094
呼和浩特贵阳	11094
银川广州	11123
广州银川	11123
西双版纳郑州	11124
郑州西双版纳	11124
青岛锦州	11142
锦州青岛	11142
南宁海口	11148
海口南宁	11148
济南桂林	11156
桂林济南	11156
西宁三亚	11175
三亚西宁	11175
上海济宁	11182
济宁上海	11182
天津济宁	11190
济宁天津	11190
乌鲁木齐成都	11206
成都乌鲁木齐	11206
沈阳呼和浩特	11231
呼和浩特沈阳	11231
桂林贵阳	11237
贵阳桂林	11237
丽江贵阳	11264
贵阳丽江	11264
上海赣州	11287
赣州上海	11287
北京兴义	11289
兴义北京	11289
深圳柳州	11326
柳州深圳	11326
厦门大连	11335
大连厦门	11335
银川长沙	11345
长沙银川	11345
柳州贵阳	11357
贵阳柳州	11357
锦州杭州	11367
杭州锦州	11367
上海绵阳	11389
绵阳上海	11389
上海银川	11402
银川上海	11402
乌鲁木齐福州	11403
福州乌鲁木齐	11403
湛江三亚	11417
三亚湛江	11417
宁波桂林	11442
桂林宁波	11442
金昌嘉峪关	11445
嘉峪关金昌	11445
青岛齐齐哈尔	11479
齐齐哈尔青岛	11479
昆明安顺	11520
安顺昆明	11520
厦门襄阳	11529
襄阳厦门	11529
石家庄银川	11530
银川石家庄	11530
昆明毕节	11531
毕节昆明	11531
揭阳潮汕昆明	11534
昆明揭阳潮汕	11534
济南揭阳潮汕	11536
揭阳潮汕济南	11536
榆林呼和浩特	11539
呼和浩特榆林	11539
威海南京	11588
南京威海	11588
潍坊北京	11645
北京潍坊	11645
广州毕节	11646
毕节广州	11646
西安包头	11651
包头西安	11651
深圳连城	11661
连城深圳	11661
梧州贵阳	11674
贵阳梧州	11674
德宏昆明	11682
昆明德宏	11682
运城重庆	11696
重庆运城	11696
珠海三亚	11708
三亚珠海	11708
西宁杭州	11714
杭州西宁	11714
运城长沙	11757
长沙运城	11757
无锡沈阳	11765
沈阳无锡	11765
温州昆明	11771
昆明温州	11771
厦门赣州	11775
赣州厦门	11775
武汉昆明	11794
昆明武汉	11794
沈阳绵阳	11795
绵阳沈阳	11795
温州桂林	11823
桂林温州	11823
桂林郑州	11874
郑州桂林	11874
武汉包头	11880
包头武汉	11880
三亚西安	11891
西安三亚	11891
深圳南京	11892
南京深圳	11892
烟台石家庄	11893
石家庄烟台	11893
三亚石家庄	11894
石家庄三亚	11894
揭阳潮汕上海	11902
上海揭阳潮汕	11902
扬州三亚	11908
三亚扬州	11908
徐州深圳	11913
深圳徐州	11913
乌鲁木齐桂林	11924
桂林乌鲁木齐	11924
揭阳潮汕沈阳	11949
沈阳揭阳潮汕	11949
乌鲁木齐兰州	11957
兰州乌鲁木齐	11957
太原大连	11987
大连太原	11987
天津阜阳	12011
阜阳天津	12011
扬州武汉	12021
武汉扬州	12021
盐城武汉	12027
武汉盐城	12027
上海连云港	12035
连云港上海	12035
上海宁波	12047
宁波上海	12047
上海南京	12049
南京上海	12049
乌海北京	12105
北京乌海	12105
北京哈密	12115
哈密北京	12115
运城海口	12125
海口运城	12125
重庆兴义	12141
兴义重庆	12141
厦门南宁	12170
南宁厦门	12170
珠海成都	12193
成都珠海	12193
西宁郑州	12200
郑州西宁	12200
天津深圳	12208
深圳天津	12208
泉州广州	12210
广州泉州	12210
温州石家庄	12211
石家庄温州	12211
柳州成都	12214
成都柳州	12214
达州成都	12222
成都达州	12222
温州三亚	12226
三亚温州	12226
深圳成都	12233
成都深圳	12233
上海阜阳	12243
阜阳上海	12243
康定成都	12248
成都康定	12248
襄阳成都	12285
成都襄阳	12285
珠海兰州	12302
兰州珠海	12302
烟台临沂	12310
临沂烟台	12310
淮安大连	12331
大连淮安	12331
厦门西安	12342
西安厦门	12342
乌鲁木齐深圳	12345
深圳乌鲁木齐	12345
丽江郑州	12347
郑州丽江	12347
厦门三亚	12349
三亚厦门	12349
无锡长沙	12354
长沙无锡	12354
北京库尔勒	12365
库尔勒北京	12365
珠海福州	12379
福州珠海	12379
迪庆重庆	12399
重庆迪庆	12399
烟台郑州	12413
郑州烟台	12413
天津昆明	12452
昆明天津	12452
宜宾西安	12453
西安宜宾	12453
德宏重庆	12455
重庆德宏	12455
武夷山杭州	12472
杭州武夷山	12472
太原南昌	12495
南昌太原	12495
揭阳潮汕合肥	12516
合肥揭阳潮汕	12516
上海鞍山	12518
鞍山上海	12518
昆明长沙	12519
长沙昆明	12519
天津贵阳	12521
贵阳天津	12521
舟山福州	12531
福州舟山	12531
珠海上海	12557
上海珠海	12557
北京白山	12571
白山北京	12571
潍坊沈阳	12577
沈阳潍坊	12577
珠海沈阳	12590
沈阳珠海	12590
武汉呼和浩特	12606
呼和浩特武汉	12606
烟台厦门	12619
厦门烟台	12619
湛江杭州	12632
杭州湛江	12632
无锡武汉	12633
武汉无锡	12633
银川海口	12649
海口银川	12649
哈尔滨赤峰	12650
赤峰哈尔滨	12650
上海毕节	12663
毕节上海	12663
沈阳北京	12681
北京沈阳	12681
天津白山	12697
白山天津	12697
天津南通	12748
南通天津	12748
井冈山成都	12749
成都井冈山	12749
运城南京	12761
南京运城	12761
赣州成都	12772
成都赣州	12772
太原宁波	12786
宁波太原	12786
哈尔滨呼伦贝尔	12792
呼伦贝尔哈尔滨	12792
昆明福州	12830
福州昆明	12830
南宁赣州	12831
赣州南宁	12831
天津三亚	12895
三亚天津	12895
黄山重庆	12930
重庆黄山	12930
长春包头	12951
包头长春	12951
西双版纳杭州	12955
杭州西双版纳	12955
运城三亚	12960
三亚运城	12960
丽江杭州	12974
杭州丽江	12974
上海达州	13000
达州上海	13000
西安井冈山	13041
井冈山西安	13041
南宁宁波	13061
宁波南宁	13061
珠海宁波	13096
宁波珠海	13096
深圳南充	13120
南充深圳	13120
兰州贵阳	13123
贵阳兰州	13123
西安喀什	13132
喀什西安	13132
武汉临沂	13133
临沂武汉	13133
青岛张家界	13141
张家界青岛	13141
西宁贵阳	13148
贵阳西宁	13148
扬州成都	13167
成都扬州	13167
温州成都	13169
成都温州	13169
西安桂林	13187
桂林西安	13187
榆林昆明	13190
昆明榆林	13190
泉州海口	13264
海口泉州	13264
青岛呼和浩特	13268
呼和浩特青岛	13268
拉萨成都	13283
成都拉萨	13283
林芝成都	13286
成都林芝	13286
日喀则成都	13304
成都日喀则	13304
西安柳州	13308
柳州西安	13308
西宁绵阳	13315
绵阳西宁	13315
黄山海口	13316
海口黄山	13316
西安连云港	13323
连云港西安	13323
西宁南京	13370
南京西宁	13370
西安南通	13457
南通西安	13457
烟台海口	13477
海口烟台	13477
西宁上海	13483
上海西宁	13483
烟台呼和浩特	13490
呼和浩特烟台	13490
哈尔滨成都	13494
成都哈尔滨	13494
厦门连云港	13514
连云港厦门	13514
中卫北京	13517
北京中卫	13517
西宁石家庄	13526
石家庄西宁	13526
上海九寨沟	13542
九寨沟上海	13542
绵阳海口	13567
海口绵阳	13567
伊春大连	13586
大连伊春	13586
上海井冈山	13592
井冈山上海	13592
青岛昆明	13648
昆明青岛	13648
榆林三亚	13650
三亚榆林	13650
哈尔滨福州	13658
福州哈尔滨	13658
上海连城	13660
连城上海	13660
沈阳鄂尔多斯	13705
鄂尔多斯沈阳	13705
哈尔滨呼和浩特	13739
呼和浩特哈尔滨	13739
广州秦皇岛	13759
秦皇岛广州	13759
沈阳呼伦贝尔	13964
呼伦贝尔沈阳	13964
成都秦皇岛	14132
秦皇岛成都	14132
盐城北京	14144
北京盐城	14144
义乌北京	14171
北京义乌	14171
沈阳南昌	14192
南昌沈阳	14192
无锡三亚	14204
三亚无锡	14204
沈阳昆明	14237
昆明沈阳	14237
温州深圳	14248
深圳温州	14248
哈尔滨秦皇岛	14255
秦皇岛哈尔滨	14255
沈阳桂林	14295
桂林沈阳	14295
烟台深圳	14326
深圳烟台	14326
沈阳连云港	14394
连云港沈阳	14394
宜宾三亚	14435
三亚宜宾	14435
延吉北京	14562
北京延吉	14562
南京秦皇岛	14804
秦皇岛南京	14804
成都锦州	1
大连黑河	992
黑河大连	992
锦州成都	1
哈尔滨南京	2
九寨沟昆明	1593
昆明九寨沟	1593
南京哈尔滨	2
大连西安	3
晋江上海	1914
上海晋江	1914
西安大连	3
长沙湛江	4
吉林沈阳	1946
沈阳吉林	1946
湛江长沙	4
合肥武汉	5
南昌揭阳潮汕	2131
揭阳潮汕南昌	2131
武汉合肥	5
广州义乌	6
杭州西安	2201
西安杭州	2201
义乌广州	6
福州广州	7
青岛西安	2677
西安青岛	2677
广州福州	7
沈阳西安	8
天津武汉	2852
武汉天津	2852
西安沈阳	8
重庆兰州	9
呼和浩特广州	2997
广州呼和浩特	2997
兰州重庆	9
杭州郑州	10
温州张家界	3202
张家界温州	3202
郑州杭州	10
