city1_2	flag
贵阳昆明	11
西安珠海	3466
珠海西安	3466
昆明贵阳	11
三亚长沙	12
乌鲁木齐北京	3475
北京乌鲁木齐	3475
长沙三亚	12
成都烟台	13
武汉张家界	3741
张家界武汉	3741
烟台成都	13
成都贵阳	14
烟台天津	3803
天津烟台	3803
贵阳成都	14
烟台广州	15
呼和浩特乌海	4024
乌海呼和浩特	4024
广州烟台	15
杭州烟台	16
景德镇上海	4113
上海景德镇	4113
烟台杭州	16
北京合肥	17
长沙张家界	4122
张家界长沙	4122
合肥北京	17
三亚合肥	18
温州西安	4253
西安温州	4253
合肥三亚	18
济南重庆	19
南宁青岛	4278
青岛南宁	4278
重庆济南	19
南京长春	20
揭阳潮汕温州	4634
温州揭阳潮汕	4634
长春南京	20
温州黄山	21
郑州厦门	4784
厦门郑州	4784
黄山温州	21
南京重庆	22
上海常德	5595
常德上海	5595
重庆南京	22
宁波长沙	23
西安银川	5733
银川西安	5733
长沙宁波	23
石家庄重庆	24
武夷山广州	5968
广州武夷山	5968
重庆石家庄	24
舟山广州	25
太原鄂尔多斯	6202
鄂尔多斯太原	6202
广州舟山	25
南宁合肥	26
揭阳潮汕张家界	6231
张家界揭阳潮汕	6231
合肥南宁	26
青岛银川	27
珠海重庆	6509
重庆珠海	6509
银川青岛	27
通辽杭州	28
深圳达州	7420
达州深圳	7420
杭州通辽	28
太原合肥	29
武汉成都	7438
成都武汉	7438
合肥太原	29
昆明重庆	30
威海临沂	7582
临沂威海	7582
重庆昆明	30
乌鲁木齐青岛	31
石家庄贵阳	7718
贵阳石家庄	7718
青岛乌鲁木齐	31
南阳广州	32
北京泸州	7817
泸州北京	7817
广州南阳	32
杭州大连	33
哈尔滨黑河	7830
黑河哈尔滨	7830
大连杭州	33
武汉重庆	34
天津伊春	7844
伊春天津	7844
重庆武汉	34
北京满洲里	35
西安海口	7933
海口西安	7933
满洲里北京	35
上海重庆	36
太原南宁	8130
南宁太原	8130
重庆上海	36
台州海口	37
上海延安	8261
延安上海	8261
海口台州	37
运城乌鲁木齐	38
西安赣州	8447
赣州西安	8447
乌鲁木齐运城	38
郑州北海	39
西安库尔勒	8486
库尔勒西安	8486
北海郑州	39
温州长沙	40
阿尔山呼和浩特	8494
呼和浩特阿尔山	8494
长沙温州	40
沈阳福州	41
温州邯郸	8609
邯郸温州	8609
福州沈阳	41
哈尔滨鄂尔多斯	42
哈尔滨东营	8716
东营哈尔滨	8716
鄂尔多斯哈尔滨	42
榆林北京	43
厦门泸州	8848
泸州厦门	8848
北京榆林	43
沈阳银川	44
贵阳台州	8996
台州贵阳	8996
银川沈阳	44
厦门杭州	45
沈阳杭州	9157
杭州沈阳	9157
杭州厦门	45
临沧昆明	46
青岛石家庄	9414
石家庄青岛	9414
昆明临沧	46
西宁重庆	47
徐州厦门	9785
厦门徐州	9785
重庆西宁	47
银川成都	48
义乌武汉	9812
武汉义乌	9812
成都银川	48
深圳长沙	49
南昌郑州	9899
郑州南昌	9899
长沙深圳	49
天津兰州	50
襄阳海口	10113
海口襄阳	10113
兰州天津	50
桂林大连	51
拉萨广州	10282
广州拉萨	10282
大连桂林	51
北京银川	52
厦门鄂尔多斯	10309
鄂尔多斯厦门	10309
银川北京	52
上海包头	53
长春广州	10407
广州长春	10407
包头上海	53
杭州海口	54
沈阳包头	10547
包头沈阳	10547
海口杭州	54
揭阳潮汕南京	55
上海海口	10678
海口上海	10678
南京揭阳潮汕	55
深圳南阳	56
昆明济宁	10757
济宁昆明	10757
南阳深圳	56
上海成都	57
三亚南京	10832
南京三亚	10832
成都上海	57
锡林浩特呼和浩特	58
西宁拉萨	10846
拉萨西宁	10846
呼和浩特锡林浩特	58
北京鞍山	59
武汉南通	10860
南通武汉	10860
鞍山北京	59
西安延安	60
青岛白山	11469
白山青岛	11469
延安西安	60
济南深圳	61
温州哈尔滨	11578
哈尔滨温州	11578
深圳济南	61
柳州海口	62
上海南阳	11586
南阳上海	11586
海口柳州	62
上海南宁	63
烟台北京	11778
北京烟台	11778
南宁上海	63
天津桂林	64
太原长沙	11791
长沙太原	11791
桂林天津	64
扬州深圳	65
宜春深圳	11936
深圳宜春	11936
深圳扬州	65
乌海海口	66
沈阳南通	12121
南通沈阳	12121
海口乌海	66
青岛杭州	67
贵阳黎平	12341
黎平贵阳	12341
杭州青岛	67
宜宾北京	68
上海临沂	12374
临沂上海	12374
北京宜宾	68
西宁成都	69
大连赤峰	12424
赤峰大连	12424
成都西宁	69
深圳洛阳	70
温州重庆	13033
重庆温州	13033
洛阳深圳	70
西安南昌	71
义乌重庆	13102
重庆义乌	13102
南昌西安	71
北京锡林浩特	72
黄山厦门	73
晋江武汉	2237
武汉晋江	2237
厦门黄山	73
锡林浩特北京	72
景德镇北京	74
揭阳潮汕武夷山	75
太原天津	2726
天津太原	2726
武夷山揭阳潮汕	75
北京景德镇	74
杭州揭阳潮汕	76
台州长沙	77
武汉西安	3088
西安武汉	3088
长沙台州	77
揭阳潮汕杭州	76
西安阜阳	78
济宁成都	79
九江成都	7894
成都九江	7894
成都济宁	79
阜阳西安	78
深圳拉萨	80
井冈山杭州	81
济南呼和浩特	8333
呼和浩特济南	8333
杭州井冈山	81
拉萨深圳	80
阿克苏库车	16849
邦达拉萨	16851
广州揭阳潮汕	16854
广州湛江	16855
长春延吉	16857
朝阳大连	16858
重庆成都	16862
重庆广元	16863
重庆铜仁	16866
重庆万州	16867
成都西昌	16873
丹东沈阳	16874
中甸昆明	16875
福州晋江	16882
呼和浩特呼伦贝尔	16887
杭州上海	16892
哈尔滨佳木斯	16894
哈尔滨牡丹江	16895
和田喀什	16897
和田乌鲁木齐	16898
汉中西安	16900
且末乌鲁木齐	16902
晋江武夷山	16906
库车乌鲁木齐	16907
南昌赣州	16910
桂林南宁	16918
洛阳南阳	16919
临沂潍坊	16922
宁波温州	16924
北京秦皇岛	16927
上海义乌	16929
北京邯郸	16947
北京遵义	16988
赤峰鄂尔多斯	16994
赤峰南京	16999
长治大同	17000
长治武汉	17002
长治海口	17003
长治三亚	17004
长治成都	17005
鄂尔多斯石家庄	17010
鄂尔多斯南京	17013
大同海口	17018
二连浩特呼和浩特	17019
邯郸呼和浩特	17022
邯郸秦皇岛	17023
邯郸合肥	17025
呼和浩特满洲里	17027
呼和浩特秦皇岛	17030
呼和浩特宁波	17035
呼和浩特南京	17036
呼和浩特合肥	17037
唐山宜昌	17056
唐山济宁	17057
天津榆林	17090
天津潍坊	17109
天津威海	17110
乌兰浩特满洲里	17140
太原无锡	17196
北海桂林	17215
北海杭州	17226
百色广州	17232
百色长沙	17233
百色重庆	17236
常德武汉	17240
常德三亚	17242
常德昆明	17243
常德杭州	17244
怀化上海	17250
张家界石家庄	17252
张家界海口	17261
张家界宁波	17268
张家界威海	17272
张家界徐州	17274
佛山昆明	17284
佛山无锡	17285
佛山温州	17286
广州梧州	17300
广州东营	17317
广州井冈山	17320
广州景德镇	17323
广州济宁	17324
广州池州	17325
广州潍坊	17337
广州达州	17350
广州西昌	17363
长沙呼和浩特	17370
长沙柳州	17378
长沙恩施	17381
长沙武汉	17382
长沙井冈山	17388
长沙南通	17396
长沙徐州	17400
长沙义乌	17404
长沙绵阳	17408
长沙宜宾	17410
长沙遵义	17411
桂林柳州	17421
桂林南阳	17424
桂林宜昌	17425
桂林盐城	17440
桂林铜仁	17443
南宁石家庄	17448
揭阳潮汕珠海	17474
揭阳潮汕深圳	17475
揭阳潮汕湛江	17476
揭阳潮汕三亚	17480
揭阳潮汕福州	17482
珠海南通	17505
深圳梧州	17514
深圳湛江	17516
深圳襄阳	17521
深圳铜仁	17550
梧州南京	17556
郑州呼和浩特	17573
郑州秦皇岛	17576
郑州宜昌	17580
郑州南通	17587
恩施宜昌	17595
恩施南京	17596
武汉洛阳	17602
武汉南阳	17603
武汉宜昌	17605
海口三亚	17636
三亚乌鲁木齐	17640
格尔木拉萨	17653
固原银川	17654
银川桂林	17665
银川深圳	17666
银川中卫	17676
金昌兰州	17694
嘉峪关乌鲁木齐	17700
兰州石家庄	17704
兰州乌海	17705
兰州乌兰浩特	17706
兰州绵阳	17735
庆阳北京	17740
庆阳张掖	17742
西安南阳	17782
西安襄阳	17783
西安张掖	17791
西安衢州	17805
西安黄山	17813
西安徐州	17817
西安义乌	17820
西安遵义	17829
延安成都	17838
榆林绵阳	17845
榆林乌鲁木齐	17846
大理贵阳	17854
大理腾冲	17855
迪庆西双版纳	17858
迪庆贵阳	17861
迪庆拉萨	17862
西双版纳德宏	17866
西双版纳昆明	17867
西双版纳腾冲	17871
丽江三亚	17882
丽江厦门	17885
德宏北京	17898
昆明永州	17909
昆明柳州	17914
昆明文山	17924
昆明临沂	17935
昆明武夷山	17940
昆明扬州	17943
昆明盐城	17945
昆明义乌	17946
昆明林芝	17958
昆明腾冲	17960
昆明万州	17962
昆明遵义	17967
厦门盐城	18001
安庆武汉	18012
安庆景德镇	18014
常州福州	18021
南昌柳州	18028
阜阳海口	18049
阜阳三亚	18050
阜阳杭州	18051
福州石家庄	18055
福州柳州	18056
福州宜昌	18059
福州赣州	18062
福州景德镇	18064
福州连城	18067
福州绵阳	18072
井冈山郑州	18074
赣州衢州	18083
赣州贵阳	18085
杭州石家庄	18093
杭州南阳	18096
杭州临沂	18103
景德镇武汉	18112
景德镇南京	18113
济宁石家庄	18115
池州北京	18118
连云港宁波	18134
台州南京	18138
临沂三亚	18140
宁波石家庄	18142
宁波乌鲁木齐	18145
合肥连云港	18164
合肥台州	18165
合肥泉州	18169
合肥武夷山	18171
上海通辽	18192
上海南通	18232
上海温州	18240
上海黔江	18252
青岛阜阳	18287
青岛济南	18291
青岛黄山	18297
青岛无锡	18298
青岛徐州	18301
青岛烟台	18302
青岛延吉	18313
泉州深圳	18319
泉州南京	18325
泉州潍坊	18328
泉州无锡	18329
泉州武夷山	18330
泉州温州	18331
淮安深圳	18340
淮安武汉	18341
淮安宁波	18344
上海衢州	18355
黄山桂林	18361
潍坊南京	18377
潍坊无锡	18378
潍坊烟台	18379
威海武汉	18384
威海无锡	18390
无锡郑州	18399
无锡厦门	18402
无锡徐州	18407
武夷山沈阳	18425
温州珠海	18432
温州宜昌	18438
温州济宁	18446
温州徐州	18452
温州万州	18459
徐州呼和浩特	18461
徐州南京	18470
徐州烟台	18471
烟台赤峰	18488
烟台三亚	18495
义乌济南	18509
义乌南京	18511
舟山海口	18519
安顺济南	18526
毕节贵阳	18532
重庆呼和浩特	18537
重庆恩施	18543
重庆连云港	18553
重庆梁平	18564
重庆黔江	18568
达州武汉	18578
广元海口	18581
广元杭州	18582
贵阳宁波	18592
贵阳九寨沟	18594
贵阳荔波	18595
贵阳泸州	18597
贵阳铜仁	18600
贵阳乌鲁木齐	18604
绵阳宜宾	18617
南充南京	18618
成都临沂	18629
成都攀枝花	18634
宜宾海口	18638
哈密乌鲁木齐	18648
库车库尔勒	18649
库尔勒乌鲁木齐	18651
喀什伊宁	18657
白山沈阳	18662
长春鄂尔多斯	18665
长春呼伦贝尔	18667
长春武汉	18677
长春常州	18680
长春阜阳	18682
长春威海	18692
长春徐州	18694
长春绵阳	18697
长春哈尔滨	18700
长春佳木斯	18701
大庆北京	18713
大庆杭州	18716
大庆伊春	18719
哈尔滨长治	18725
哈尔滨满洲里	18729
哈尔滨通辽	18734
哈尔滨济宁	18751
哈尔滨无锡	18759
哈尔滨义乌	18765
哈尔滨白山	18768
哈尔滨漠河	18775
佳木斯上海	18787
佳木斯青岛	18788
牡丹江威海	18803
牡丹江烟台	18804
牡丹江延吉	18807
齐齐哈尔沈阳	18809
大连邯郸	18813
大连宜昌	18826
大连南昌	18830
大连东营	18831
大连阜阳	18832
大连济宁	18835
大连临沂	18838
大连扬州	18845
大连义乌	18847
沈阳洛阳	18868
沈阳徐州	18884
沈阳安顺	18888
阿勒泰乌鲁木齐	18896
阿勒泰伊宁	18897
阿坝成都	18903
安庆黄山	18906
阿拉善左旗呼和浩特	18910
阿拉善左旗阿拉善右旗	18911
包头通辽	18914
北海柳州	18921
博乐乌鲁木齐	18923
保山昆明	18925
常德重庆	18937
长春白山	18947
长春通辽	18948
朝阳沈阳	18951
朝阳烟台	18952
赤峰呼和浩特	18954
重庆稻城	18962
重庆康定	18969
重庆绵阳	18972
重庆襄阳	18978
成都万州	18995
丹东大连	19002
迪庆昆明	19004
大连沈阳	19009
大理昆明	19016
大庆牡丹江	19024
鄂尔多斯二连浩特	19025
鄂尔多斯锡林浩特	19034
佛山揭阳潮汕	19048
佛山湛江	19049
抚远哈尔滨	19050
夏河兰州	19053
邯郸石家庄	19059
合肥黄山	19080
淮安南京	19086
哈密库尔勒	19091
哈密克拉玛依	19092
哈尔滨鸡西	19096
哈尔滨伊春	19097
哈尔滨齐齐哈尔	19100
哈尔滨延吉	19104
且末库尔勒	19117
庆阳嘉峪关	19119
井冈山南昌	19127
泉州南昌	19135
佳木斯鸡西	19137
九寨沟绵阳	19141
布尔津伊宁	19150
克拉玛依乌鲁木齐	19165
贵阳万州	19172
兰州天水	19180
兰州张掖	19181
丽江德宏	19182
丽江腾冲	19184
丽江宜宾	19185
拉萨林芝	19186
连云港南京	19188
南宁梧州	19206
满洲里通辽	19208
满洲里阿尔山	19209
北京石家庄	19212
塔城乌鲁木齐	19245
乌鲁木齐伊宁	19250
乌海锡林浩特	19252
武汉襄阳	19253
武夷山厦门	19255
西宁玉树	19259
兴义丽江	19262
百色昆明	19270
百色深圳	19271
百色天津	19272
阿克苏成都	19273
阿拉善左旗兰州	19290
包头长沙	19296
包头济宁	19303
包头南宁	19307
包头三亚	19313
毕节北京	19323
北海南昌	19333
北海昆明	19334
北海洛阳	19336
北海三亚	19342
北海济南	19343
北海温州	19344
北海厦门	19346
昌都成都	19348
保山广州	19349
广州赤峰	19353
广州长治	19354
广州丹东	19360
广州大庆	19365
广州黑河	19374
广州哈密	19381
广州黎平	19385
广州九江	19391
广州锦州	19395
广州青阳	19396
广州衢州	19397
广州九寨沟	19399
广州喀什	19400
广州伊春	19404
广州永州	19408
广州满洲里	19427
广州通辽	19438
广州威海	19448
广州文山	19449
广州锡林浩特	19457
广州延吉	19464
常德成都	19469
常德柳州	19471
常德南京	19472
郑州大同	19484
郑州鄂尔多斯	19488
郑州哈密	19495
郑州台州	19497
郑州拉萨	19510
郑州石家庄	19519
郑州三亚	19521
郑州腾冲	19524
郑州湛江	19539
郑州遵义	19541
长春合肥	19551
长春贵阳	19558
长春连云港	19561
长春南宁	19564
长春三亚	19570
长春西宁	19582
长春义乌	19584
赤峰成都	19589
赤峰昆明	19591
赤峰上海	19594
赤峰西安	19595
长治银川	19601
重庆大同	19610
重庆邯郸	19619
重庆淮安	19623
重庆嘉峪关	19627
重庆济宁	19630
重庆布尔津	19632
重庆赣州	19634
重庆洛阳	19641
重庆临沂	19642
重庆榆林	19664
重庆延吉	19675
重庆张掖	19678
重庆中卫	19681
长沙大理	19687
长沙九寨沟	19702
长沙赣州	19704
长沙临沂	19709
长沙通辽	19727
长沙武夷山	19736
长沙扬州	19745
成都大同	19750
成都东营	19755
成都邯郸	19762
成都舟山	19768
成都青阳	19778
成都阿里	19796
成都南通	19800
成都唐山	19815
成都乌海	19821
成都宜春	19829
成都延吉	19833
常州贵阳	19847
常州三亚	19854
大同贵阳	19864
大同南京	19865
大同三亚	19869
大同深圳	19870
大同武汉	19872
达州北京	19875
稻城西安	19878
丹东青岛	19884
丹东烟台	19885
迪庆杭州	19886
迪庆北京	19888
迪庆上海	19889
迪庆深圳	19890
大连丽江	19913
大连连云港	19915
大连通化	19932
大连榆林	19937
大连盐城	19948
大理北京	19954
敦煌杭州	19957
敦煌阿拉善右旗	19960
敦煌吐鲁番	19964
敦煌天津	19965
东营海口	19967
东营宁波	19969
大庆南京	19974
大庆沈阳	19977
大庆三亚	19979
大庆济南	19981
大庆天津	19982
大庆威海	19983
鄂尔多斯福州	19985
鄂尔多斯邯郸	19987
鄂尔多斯合肥	19988
鄂尔多斯贵阳	19993
鄂尔多斯宁波	19995
鄂尔多斯南宁	19997
鄂尔多斯三亚	20002
鄂尔多斯乌鲁木齐	20007
鄂尔多斯温州	20008
张家界贵阳	20016
张家界无锡	20031
额济纳旗银川	20035
额济纳旗西安	20037
恩施海口	20038
恩施杭州	20039
恩施北京	20041
恩施深圳	20044
延安武汉	20047
福州连云港	20065
福州南通	20071
福州襄阳	20087
阜阳宁波	20094
佛山南宁	20102
佛山北京	20103
佛山上海	20104
佛山西安	20105
佛山三亚	20106
抚远北京	20108
格尔木北京	20110
夏河拉萨	20112
固原杭州	20117
海口怀化	20121
海口泸州	20139
海口梅州	20140
海口通辽	20153
海口文山	20160
海口西宁	20167
海口扬州	20173
海口中卫	20174
邯郸南京	20179
邯郸西安	20181
邯郸厦门	20183
黑河上海	20185
黑河沈阳	20186
黑河济南	20187
黑河烟台	20188
呼和浩特加格达奇	20193
呼和浩特济宁	20194
呼和浩特丽江	20200
呼和浩特洛阳	20201
呼和浩特南宁	20204
呼和浩特揭阳潮汕	20209
呼和浩特黄山	20215
呼和浩特乌鲁木齐	20216
呼和浩特温州	20217
合肥舟山	20223
合肥和田	20224
合肥赣州	20228
合肥兰州	20231
合肥丽江	20232
合肥宁波	20233
合肥满洲里	20235
合肥运城	20250
杭州济宁	20262
杭州拉萨	20272
杭州洛阳	20273
杭州牡丹江	20277
杭州腾冲	20289
杭州万州	20297
杭州宜宾	20302
杭州阿尔山	20304
杭州延吉	20306
杭州中卫	20309
杭州遵义	20311
淮安南宁	20314
淮安沈阳	20316
淮安揭阳潮汕	20318
淮安湛江	20324
呼伦贝尔昆明	20328
呼伦贝尔宁波	20329
呼伦贝尔南京	20330
呼伦贝尔秦皇岛	20334
呼伦贝尔石家庄	20336
呼伦贝尔武汉	20341
乌兰浩特沈阳	20345
哈密上海	20348
哈尔滨南昌	20352
哈尔滨洛阳	20357
哈尔滨石家庄	20369
哈尔滨榆林	20378
哈尔滨运城	20386
哈尔滨扬州	20390
舟山连云港	20393
舟山深圳	20395
舟山无锡	20397
和田上海	20400
和田西安	20401
台州银川	20402
黎平上海	20414
银川庆阳	20415
银川嘉峪关	20416
银川贵阳	20419
银川宁波	20423
银川南宁	20425
银川厦门	20440
银川西宁	20441
银川徐州	20442
银川烟台	20443
银川扬州	20444
庆阳上海	20447
庆阳天津	20448
加格达奇北京	20454
嘉峪关昆明	20455
嘉峪关阿拉善右旗	20458
嘉峪关天津	20461
井冈山南京	20463
西双版纳南昌	20469
西双版纳太原	20476
九江西安	20485
泉州青阳	20487
泉州昆明	20488
泉州贵阳	20489
泉州绵阳	20490
泉州沈阳	20496
泉州西安	20497
泉州太原	20504
泉州武汉	20506
泉州珠海	20507
佳木斯三亚	20511
佳木斯烟台	20515
锦州烟台	20529
青阳北京	20530
青阳上海	20531
青阳青岛	20532
青阳厦门	20533
鸡西天津	20541
九寨沟深圳	20546
九寨沟武汉	20547
库车宁波	20548
康定昆明	20549
喀什天津	20556
南昌兰州	20560
南昌洛阳	20562
南昌乌鲁木齐	20579
南昌徐州	20582
凯里济南	20588
昆明连云港	20595
昆明南通	20604
昆明攀枝花	20606
昆明秦皇岛	20609
昆明通辽	20616
昆明唐山	20619
昆明威海	20623
昆明无锡	20627
赣州南京	20643
赣州石家庄	20648
赣州济南	20649
赣州珠海	20652
库尔勒上海	20654
库尔勒石家庄	20656
克拉玛依北京	20657
桂林连云港	20695
连城北京	20718
伊春北京	20721
伊春威海	20724
兰州南宁	20730
丽江拉萨	20749
丽江临沂	20750
丽江柳州	20751
丽江南京	20754
丽江青岛	20762
丽江武汉	20767
荔波深圳	20771
永州北京	20772
吕梁北京	20774
吕梁西安	20776
德宏南京	20777
德宏上海	20779
拉萨绵阳	20781
拉萨南京	20782
拉萨南宁	20783
拉萨太原	20789
拉萨厦门	20790
拉萨宜宾	20792
连云港三亚	20805
柳州武汉	20833
林芝上海	20842
林芝深圳	20843
牡丹江南京	20844
牡丹江三亚	20848
牡丹江无锡	20853
绵阳济南	20864
绵阳乌鲁木齐	20867
绵阳温州	20868
绵阳宜昌	20872
白山深圳	20881
宁波潍坊	20905
南京湛江	20937
南京中卫	20938
南宁三亚	20948
南宁腾冲	20951
南宁乌鲁木齐	20955
南宁榆林	20956
南宁徐州	20963
南宁遵义	20967
南通太原	20978
满洲里西安	20986
满洲里三亚	20987
满洲里深圳	20988
满洲里天津	20989
漠河北京	20991
漠河上海	20992
漠河青岛	20993
漠河天津	20994
北京玉树	21033
上海腾冲	21048
上海榆林	21055
上海西昌	21062
上海锡林浩特	21063
沈阳锡林浩特	21094
沈阳阿尔山	21099
沈阳义乌	21100
沈阳盐城	21101
秦皇岛西安	21105
秦皇岛深圳	21106
西安通辽	21113
西安吐鲁番	21114
西安威海	21120
西安无锡	21124
西安梧州	21125
西安盐城	21135
西安玉树	21137
西安中卫	21139
石家庄珠海	21154
揭阳潮汕天津	21157
揭阳潮汕太原	21158
揭阳潮汕乌鲁木齐	21159
三亚锡林浩特	21175
三亚徐州	21178
深圳腾冲	21187
深圳通辽	21189
深圳榆林	21196
深圳遵义	21214
青岛武夷山	21220
青岛运城	21225
青岛义乌	21226
通辽济南	21229
济南西宁	21238
济南珠海	21240
天津黄山	21241
天津乌海	21247
天津无锡	21249
天津襄阳	21250
太原乌鲁木齐	21267
太原威海	21268
太原烟台	21274
乌鲁木齐无锡	21278
乌鲁木齐烟台	21284
乌鲁木齐珠海	21285
榆林厦门	21286
温州襄阳	21291
温州盐城	21296
乌海宜昌	21298
武汉武夷山	21299
武汉延吉	21306
无锡西宁	21314
无锡烟台	21315
西宁中卫	21329
百色桂林	21338
安顺重庆	21340
昌都拉萨	21356
广州梅州	21363
郑州南阳	21370
赤峰呼伦贝尔	21381
重庆黎平	21389
重庆九寨沟	21391
重庆贵阳	21393
长沙永州	21404
长沙铜仁	21406
敦煌金昌	21432
敦煌兰州	21433
鄂尔多斯呼和浩特	21436
鄂尔多斯呼伦贝尔	21437
鄂尔多斯乌兰浩特	21438
张家界衡阳	21443
恩施武汉	21445
抚远佳木斯	21452
呼和浩特石家庄	21468
哈尔滨加格达奇	21492
德令哈西宁	21503
银川巴彦淖尔	21507
庆阳西安	21511
加格达奇漠河	21513
西双版纳丽江	21520
泉州义乌	21524
济宁威海	21526
喀什库尔勒	21530
南昌武汉	21535
布尔津乌鲁木齐	21537
贵阳六盘水	21556
白山延吉	21579
上海盐城	21599
秦皇岛石家庄	21602
西安榆林	21606
太原榆林	21622
兴义宁波	21631
百色上海	21637
阿克苏郑州	21640
阿克苏杭州	21643
阿克苏北京	21644
阿克苏上海	21645
阿克苏西安	21646
阿克苏青岛	21647
鞍山广州	21648
安庆重庆	21652
安庆昆明	21654
安庆宁波	21655
安顺海口	21661
安顺杭州	21662
安顺丽江	21663
安顺北京	21664
安顺三亚	21666
阿拉善左旗嘉峪关	21668
阿拉善左旗天津	21670
包头重庆	21674
包头石家庄	21688
包头乌鲁木齐	21694
包头厦门	21696
包头西宁	21697
毕节杭州	21701
毕节丽江	21703
毕节三亚	21706
北海怀化	21715
北海沈阳	21722
北海西安	21723
北海石家庄	21724
保山北京	21731
广州大同	21739
广州鄂尔多斯	21745
广州恩施	21747
广州邯郸	21752
广州嘉峪关	21765
广州黔江	21767
广州佳木斯	21770
广州凯里	21777
广州荔波	21782
广州六盘水	21784
广州林芝	21791
广州南充	21794
广州腾冲	21810
广州铜仁	21811
广州通化	21813
广州榆林	21819
广州襄阳	21828
广州扬州	21839
广州遵义	21840
常德福州	21841
常德西安	21845
常德厦门	21848
郑州大理	21853
郑州淮安	21860
郑州九寨沟	21868
郑州喀什	21869
郑州库尔勒	21872
郑州宁波	21881
郑州漠河	21885
郑州扬州	21901
郑州张家口	21902
长春淮安	21914
长春南昌	21917
长春桂林	21920
长春满洲里	21924
长春无锡	21940
朝阳北京	21944
长治青岛	21960
长治厦门	21962
重庆鄂尔多斯	21968
重庆河池	21973
重庆库尔勒	21991
重庆柳州	21998
重庆满洲里	22004
重庆腾冲	22013
重庆威海	22021
重庆盐城	22032
重庆扬州	22033
长沙常州	22038
长沙敦煌	22042
长沙呼伦贝尔	22049
长沙黎平	22052
长沙荔波	22061
长沙拉萨	22064
长沙梅州	22069
长沙白山	22070
长沙吐鲁番	22085
长沙盐城	22098
成都怀化	22120
成都惠州	22123
成都台州	22124
成都克拉玛依	22137
成都连城	22139
成都白山	22148
成都伊宁	22184
成都盐城	22187
成都昭通	22190
常州兰州	22201
常州宜昌	22209
大同呼和浩特	22211
达州泉州	22220
大连呼和浩特	22240
大连呼伦贝尔	22243
大连舟山	22244
大连南阳	22262
