交易日期_TrdDt,昨收盘.元.点._PrevClPr,开盘价.元.点._OpPr,最高价.元.点._HiPr,最低价.元.点._LoPr,收盘价.元.点._ClPr,成交量_TrdVol,成交金额.元._TrdSum,流通市值_TMV,return,pr,ppr,fr,dir
2014-8-1,2350.25,2341.23,2371.5,2328.97,2329.4,12631739000,1.06E+11,5.38E+12,0.0305,0.0445,0.0075,7.00E-04,1
2014-8-8,2327.46,2329.18,2339.27,2319.29,2331.13,8673969400,72605666133,5.38E+12,7.00E-04,0.0305,0.0445,0.0127,2
2014-8-15,2335.95,2337.99,2366.9,2333.12,2360.64,9359254600,81888217001,5.45E+12,0.0127,7.00E-04,0.0305,0.002,1
2014-8-22,2354.24,2352.32,2368.46,2350.99,2365.36,8982393800,85642463757,5.46E+12,0.002,0.0127,7.00E-04,-0.0114,-2
2014-8-29,2311.28,2317.3,2338.77,2313.26,2338.29,6321142300,58359967752,5.40E+12,-0.0114,0.002,0.0127,0.0475,2
2014-9-5,2426.22,2433.17,2450.63,2427.99,2449.26,13355176400,1.23E+11,5.65E+12,0.0475,-0.0114,0.002,-0.0045,-1
2014-9-12,2423.45,2418.75,2438.36,2412.62,2438.36,10916017000,96625765409,5.63E+12,-0.0045,0.0475,-0.0114,-0.0054,-1
2014-9-19,2408.66,2409.31,2430.15,2402.31,2425.21,10181357700,88221038707,5.60E+12,-0.0054,-0.0045,0.0475,0.0049,1
2014-9-26,2436.97,2430.81,2439.65,2420.5,2437.2,10029949400,87757377938,5.63E+12,0.0049,-0.0054,-0.0045,0.0057,1
2014-9-30,2447.8,2452.17,2454.89,2444.2,2450.99,11580422900,1.02E+11,5.66E+12,0.0057,0.0049,-0.0054,0.0064,1
2014-10-10,2481.95,2472.1,2482.14,2457.68,2466.79,14763430700,1.22E+11,5.70E+12,0.0064,0.0057,0.0049,-0.0102,-2
2014-10-17,2444.39,2443.22,2456.11,2410.4,2441.73,13275998800,1.13E+11,5.64E+12,-0.0102,0.0064,0.0057,-0.0209,-2
2014-10-24,2395.94,2397.85,2404.99,2385.72,2390.71,7497486900,65601225156,5.52E+12,-0.0209,-0.0102,0.0064,0.0492,2
2014-10-31,2468.93,2473.5,2512.19,2466.5,2508.32,23917241200,1.82E+11,5.79E+12,0.0492,-0.0209,-0.0102,-0.0025,-1
2014-11-7,2506.07,2508.76,2541.55,2489.42,2502.15,20876091100,1.77E+11,5.78E+12,-0.0025,0.0492,-0.0209,0.0315,2
2014-11-14,2579.75,2569.21,2581.93,2557.67,2581.09,16504996500,1.45E+11,5.96E+12,0.0315,-0.0025,0.0492,9.00E-04,1
2014-11-21,2537.1,2537.54,2585.36,2530.03,2583.45,15102813900,1.44E+11,5.97E+12,9.00E-04,0.0315,-0.0025,0.0872,2
2014-11-28,2754.49,2753.93,2809.54,2740.37,2808.82,37532366200,3.30E+11,6.49E+12,0.0872,9.00E-04,0.0315,0.1125,2
2014-12-5,3104.35,3143.97,3195.8,3011.94,3124.89,52488126000,5.54E+11,7.22E+12,0.1125,0.0872,9.00E-04,0.0219,2
2014-12-12,3183.01,3182.92,3239.45,3167.93,3193.23,30106532500,3.38E+11,7.38E+12,0.0219,0.1125,0.0872,0.0595,2
2014-12-19,3345.93,3345.63,3397.18,3280.92,3383.17,41121159000,4.36E+11,8.05E+12,0.0595,0.0219,0.1125,0.0185,2
2014-12-26,3335.42,3343.64,3453.34,3335.01,3445.84,38461412400,4.39E+11,8.20E+12,0.0185,0.0595,0.0219,0.0255,2
2014-12-31,3457.55,3462.39,3542.34,3452.5,3533.7,34593476000,4.04E+11,8.42E+12,0.0255,0.0185,0.0595,0.0037,1
2015-1-9,3559.26,3547.57,3689.75,3536.39,3546.72,34998267200,4.30E+11,8.49E+12,0.0037,0.0255,0.0185,0.0249,2
2015-1-16,3604.12,3616.25,3662.16,3601.26,3635.15,28268161400,3.56E+11,8.70E+12,0.0249,0.0037,0.0255,-0.0174,-2
2015-1-23,3567.61,3582.09,3627.81,3548.63,3571.73,28017217200,3.62E+11,8.55E+12,-0.0174,0.0249,0.0037,-0.0385,-2
2015-1-30,3481.8,3496.89,3514.22,3431.94,3434.39,19647915700,2.37E+11,8.24E+12,-0.0385,-0.0174,0.0249,-0.0355,-2
2015-2-6,3366.95,3352.33,3374.05,3285.93,3312.42,19266418600,2.21E+11,7.94E+12,-0.0355,-0.0385,-0.0174,0.0475,2
2015-2-13,3442.87,3458.83,3509.51,3452.08,3469.83,20108997100,2.47E+11,8.32E+12,0.0475,-0.0355,-0.0385,0.0151,2
2015-2-17,3499.48,3511.54,3536.82,3511.09,3522.32,16532831300,2.14E+11,8.45E+12,0.0151,0.0475,-0.0355,0.0143,2
2015-2-27,3566.3,3565.23,3594.81,3560.45,3572.84,22278643800,2.72E+11,8.58E+12,0.0143,0.0151,0.0475,-0.0264,-2
2015-3-6,3496.34,3501.18,3516.24,3472.39,3478.52,18151805400,2.33E+11,8.35E+12,-0.0264,0.0143,0.0151,0.04,2
2015-3-13,3592.84,3604.67,3641.39,3594.74,3617.66,24686476800,2.97E+11,8.72E+12,0.04,-0.0264,0.0143,0.076,2
2015-3-20,3839.74,3852.49,3916.86,3832.42,3892.57,40181755200,5.44E+11,9.39E+12,0.076,0.04,-0.0264,0.0203,2
2015-3-27,3950,3957.54,3993.03,3932.87,3971.7,29875606400,3.93E+11,9.57E+12,0.0203,0.076,0.04,0.0501,2
2015-4-3,4124.78,4104.67,4170.56,4092.38,4170.54,32130376600,4.67E+11,1.00E+13,0.0501,0.0203,0.076,0.0417,2
2015-4-10,4262.14,4249.38,4351.69,4231.2,4344.42,34819017000,5.09E+11,1.05E+13,0.0417,0.0501,0.0203,0.0579,2
2015-4-17,4513.55,4578.68,4630.27,4553.9,4596.14,55280266300,7.34E+11,1.11E+13,0.0579,0.0417,0.0501,0.0232,2
2015-4-24,4740.89,4682.63,4730.43,4618.32,4702.64,48015293600,7.21E+11,1.13E+13,0.0232,0.0579,0.0417,0.01,1
2015-4-30,4774.33,4788.41,4818.73,4749.48,4749.89,39972744400,6.13E+11,1.14E+13,0.01,0.0232,0.0579,-0.0403,-2
2015-5-8,4470.09,4515.55,4559.06,4445.59,4558.4,30240796700,4.52E+11,1.10E+13,-0.0403,0.01,0.0232,0.013,2
2015-5-15,4700.78,4690.76,4690.76,4592.05,4617.47,32843116600,5.07E+11,1.11E+13,0.013,-0.0403,0.01,0.0723,2
2015-5-22,4840.98,4895.93,4951.99,4870.6,4951.34,45584671800,7.19E+11,1.20E+13,0.0723,0.013,-0.0403,-0.0223,-2
2015-5-29,4834.01,4839.53,4924.3,4665.52,4840.83,42787885900,6.36E+11,1.17E+13,-0.0223,0.0723,0.013,0.0805,2
2015-6-5,5181.42,5254.9,5288.34,5104.18,5230.55,54596119600,8.55E+11,1.27E+13,0.0805,-0.0223,0.0723,0.02,2
2015-6-12,5306.59,5329.28,5351.65,5283.09,5335.11,43013138600,6.94E+11,1.29E+13,0.02,0.0805,-0.0223,-0.1308,-2
2015-6-19,4930.55,4847.06,4910.45,4634.69,4637.05,35810474400,5.20E+11,1.19E+13,-0.1308,0.02,0.0805,-0.0649,-2
2015-6-26,4706.52,4573.87,4650.19,4278.68,4336.19,44663979000,6.13E+11,1.12E+13,-0.0649,-0.1308,0.02,-0.1038,-2
2015-7-3,4108,4017.2,4164.63,3785.9,3885.92,42930085000,5.38E+11,1.01E+13,-0.1038,-0.0649,-0.1308,0.0568,2
2015-7-10,3897.63,3916.27,4179.11,3887.55,4106.56,50070180200,6.29E+11,1.06E+13,0.0568,-0.1038,-0.0649,0.0109,2
2015-7-17,3997.36,4023.76,4190.19,4000.23,4151.5,33110713100,4.36E+11,1.07E+13,0.0109,0.0568,-0.1038,0.006,1
2015-7-24,4250.81,4255.2,4299.65,4154.62,4176.28,39204537300,5.36E+11,1.08E+13,0.006,0.0109,0.0568,-0.0861,-2
2015-7-31,3815.41,3777.16,3863.62,3757.99,3816.7,22237676700,2.99E+11,9.89E+12,-0.0861,0.006,0.0109,0.0236,2
2015-8-7,3831.85,3866.43,3926.65,3857.91,3906.95,18334915300,2.47E+11,1.01E+13,0.0236,-0.0861,0.006,0.0426,2
2015-8-14,4075.46,4097.92,4113.16,4056.73,4073.54,25339299600,3.40E+11,1.06E+13,0.0426,0.0236,-0.0861,-0.1188,-2
2015-8-21,3761.45,3714.29,3757.78,3578.17,3589.54,21798640300,2.67E+11,9.30E+12,-0.1188,0.0426,0.0236,-0.0689,-2
2015-8-28,3205.64,3246.24,3353.24,3223.62,3342.29,29949842600,3.19E+11,8.67E+12,-0.0689,-0.1188,0.0426,0.007,1
2015-9-2,3362.08,3220.85,3387.02,3213.64,3365.83,34778941200,3.49E+11,8.73E+12,0.007,-0.0689,-0.1188,-0.0055,-1
2015-9-11,3357.56,3349.88,3383.13,3315.48,3347.19,10854750800,1.30E+11,8.68E+12,-0.0055,0.007,-0.0689,-0.0287,-2
2015-9-18,3237,3254.44,3280.88,3227.83,3251.27,10690348100,1.22E+11,8.43E+12,-0.0287,-0.0055,0.007,-0.0059,-1
2015-9-25,3285,3272.66,3290.86,3201.91,3231.95,12141927800,1.38E+11,8.38E+12,-0.0059,-0.0287,-0.0055,-0.009,-1
2015-9-30,3178.85,3195.9,3223.91,3186.77,3202.95,7855934900,95881598729,8.30E+12,-0.009,-0.0059,-0.0287,0.0428,2
2015-10-9,3296.48,3302.36,3352.38,3293.97,3340.12,12435250000,1.45E+11,8.66E+12,0.0428,-0.009,-0.0059,0.0581,2
2015-10-16,3486.82,3508.52,3537.54,3487.1,3534.07,20896470900,2.52E+11,9.16E+12,0.0581,0.0428,-0.009,0.0105,2
2015-10-23,3524.53,3536.84,3581.84,3515.82,3571.24,19829447800,2.47E+11,9.26E+12,0.0105,0.0581,0.0428,-0.0104,-2
2015-10-30,3533.31,3530.22,3574.47,3497.57,3534.08,13914191400,1.83E+11,9.16E+12,-0.0104,0.0105,0.0581,0.0734,2
2015-11-6,3705.97,3698.34,3801.7,3694.66,3793.37,29875307600,3.90E+11,9.83E+12,0.0734,-0.0104,0.0105,-0.0124,-2
2015-11-13,3795.32,3756.2,3793.71,3727.58,3746.24,20348989100,2.82E+11,9.71E+12,-0.0124,0.0734,-0.0104,0.0075,1
2015-11-20,3774.97,3778.88,3793.54,3757.03,3774.38,18695168900,2.42E+11,9.79E+12,0.0075,-0.0124,0.0734,-0.0576,-2
2015-11-27,3759.43,3739.1,3742.74,3534.39,3556.99,20893935800,2.70E+11,9.23E+12,-0.0576,0.0075,-0.0124,0.0339,2
2015-12-4,3749.3,3719.73,3726.12,3667.29,3677.59,15119952200,1.96E+11,9.54E+12,0.0339,-0.0576,0.0075,-0.0189,-2
2015-12-11,3623.08,3605.37,3630.74,3578.15,3608.06,11032248100,1.45E+11,9.37E+12,-0.0189,0.0339,-0.0576,0.0443,2
2015-12-18,3755.89,3754.96,3810.22,3750.93,3767.91,17346598000,2.32E+11,9.91E+12,0.0443,-0.0189,0.0339,0.0187,2
2015-12-25,3829.4,3832.08,3848.02,3813.2,3838.2,11962401300,1.63E+11,1.01E+13,0.0187,0.0443,-0.0189,-0.0279,-2
2015-12-31,3765.18,3760.9,3772.62,3727.32,3731,10187355600,1.45E+11,9.83E+12,-0.0279,0.0187,0.0443,-0.099,-2
2016-1-8,3294.38,3371.87,3418.85,3237.93,3361.56,18595945100,2.03E+11,8.86E+12,-0.099,-0.0279,0.0187,-0.0722,-2
2016-1-15,3221.57,3200.89,3216.8,3101.05,3118.73,12460177900,1.32E+11,8.22E+12,-0.0722,-0.099,-0.0279,-0.0017,-1
2016-1-22,3081.35,3114.89,3132.17,3053.96,3113.46,8995108700,96885673842,8.21E+12,-0.0017,-0.0722,-0.099,-0.0538,-2
2016-1-29,2853.76,2855.6,2965.31,2854.37,2946.09,11330425900,1.09E+11,7.77E+12,-0.0538,-0.0017,-0.0722,0.006,1
2016-2-5,2984.76,2982.06,2988.36,2962.85,2963.79,7685080800,77443222334,7.82E+12,0.006,-0.0538,-0.0017,0.0296,2
2016-2-19,3053.7,3047.94,3065.97,3032.63,3051.59,8733801200,90849341804,8.05E+12,0.0296,0.006,-0.0538,-0.0339,-2
2016-2-26,2918.75,2942.1,2964.39,2902.95,2948.03,10694972900,1.03E+11,7.78E+12,-0.0339,0.0296,0.006,0.0495,2
2016-3-4,3058.42,3047.54,3101.66,3032.42,3093.89,21917253400,2.06E+11,8.16E+12,0.0495,-0.0339,0.0296,-0.0244,-2
2016-3-11,3013.15,2990.21,3026.44,2982.17,3018.28,7333356400,74367296548,7.96E+12,-0.0244,0.0495,-0.0339,0.0509,2
2016-3-18,3124.2,3136.22,3197.67,3130.1,3171.96,19730256400,2.10E+11,8.37E+12,0.0509,-0.0244,0.0495,0.0082,1
2016-3-25,3181.85,3176.81,3204.44,3174.32,3197.82,9739533000,1.15E+11,8.44E+12,0.0082,0.0509,-0.0244,0.0075,1
2016-4-1,3218.09,3213.67,3222.61,3165.86,3221.89,11812213900,1.27E+11,8.51E+12,0.0075,0.0082,0.0509,-0.0112,-2
2016-4-8,3209.29,3189.85,3197.77,3163.3,3185.73,10100562500,1.14E+11,8.41E+12,-0.0112,0.0075,0.0082,0.0271,2
2016-4-15,3275.83,3279.86,3282.98,3261.73,3272.21,9980752900,1.08E+11,8.64E+12,0.0271,-0.0112,0.0075,-0.0297,-2
2016-4-22,3160.6,3142.56,3175.38,3137.99,3174.9,7707849200,82442921903,8.41E+12,-0.0297,0.0271,-0.0112,-0.0057,-1
2016-4-29,3160.58,3153.54,3171.29,3149.4,3156.75,5802977600,70807704222,8.36E+12,-0.0057,-0.0297,0.0271,-0.0084,-1
2016-5-6,3213.92,3213.14,3216.89,3130.15,3130.35,10868024000,1.19E+11,8.29E+12,-0.0084,-0.0057,-0.0297,-0.0177,-2
2016-5-13,3090.14,3081.68,3103.1,3064.69,3074.94,6262975500,65850995649,8.14E+12,-0.0177,-0.0084,-0.0057,0.0011,1
2016-5-20,3062.5,3047.78,3078.53,3041.52,3078.22,5608084200,65124251092,8.15E+12,0.0011,-0.0177,-0.0084,-0.0051,-1
2016-5-27,3064.21,3059.73,3073.76,3052.18,3062.5,6046875000,59371777079,8.11E+12,-0.0051,0.0011,-0.0177,0.0414,2
2016-6-3,3167.1,3172.95,3201.75,3162.09,3189.33,10149178300,1.36E+11,8.45E+12,0.0414,-0.0051,0.0011,-0.0079,-1
2016-6-8,3177.05,3171.81,3174.97,3148.35,3163.99,7629177500,97682790861,8.39E+12,-0.0079,0.0414,-0.0051,-0.0169,-2
2016-6-17,3094.67,3096.09,3131.05,3096.09,3110.36,8540298500,97953389320,8.41E+12,-0.0169,-0.0079,0.0414,-0.0107,-2
2016-6-24,3117.32,3110.65,3130.54,3033.97,3077.16,10479220800,1.19E+11,8.32E+12,-0.0107,-0.0169,-0.0079,0.025,2
2016-7-1,3153.92,3156.93,3170.26,3148.29,3154.2,7174628300,91215027688,8.52E+12,0.025,-0.0107,-0.0169,0.0121,2
2016-7-8,3209.95,3199.75,3204.93,3183.96,3192.28,8973485500,1.11E+11,8.63E+12,0.0121,0.025,-0.0107,0.0263,2
2016-7-15,3276.76,3278.84,3285.03,3265.29,3276.28,10266502600,1.25E+11,8.86E+12,0.0263,0.0121,0.025,-0.0156,-2
2016-7-22,3252.52,3251.24,3253.77,3220.89,3225.16,8602912800,1.07E+11,8.72E+12,-0.0156,0.0263,0.0121,-0.0066,-1
2016-7-29,3221.14,3217.19,3225.42,3198.68,3203.93,8804483700,1.04E+11,8.66E+12,-0.0066,-0.0156,0.0263,4.00E-04,1
2016-8-5,3201.29,3201.35,3224.87,3192.86,3205.11,7719636600,94429542391,8.66E+12,4.00E-04,-0.0066,-0.0156,0.0278,2
2016-8-12,3233.36,3231.81,3294.23,3231.14,3294.23,11625404400,1.29E+11,8.90E+12,0.0278,4.00E-04,-0.0066,0.0215,2
2016-8-19,3364.49,3358.55,3374.05,3341.19,3365.02,11996150800,1.35E+11,9.10E+12,0.0215,0.0278,4.00E-04,-0.0172,-2
2016-8-26,3308.97,3312.5,3328.95,3301.74,3307.09,8153069100,93213205560,8.94E+12,-0.0172,0.0215,0.0278,0.0021,1
2016-9-2,3301.58,3298.72,3320.43,3295.76,3314.11,8279180300,99396378584,8.96E+12,0.0021,-0.0172,0.0215,0.0012,1
2016-9-9,3339.56,3339.37,3344.95,3318.04,3318.04,8265703600,95471188732,8.97E+12,0.0012,0.0021,-0.0172,-0.0239,-2
2016-9-14,3260.33,3245.74,3254.99,3231.34,3238.73,7043269700,79780746436,8.76E+12,-0.0239,0.0012,0.0021,0.0114,2
2016-9-23,3291.12,3292.28,3293.92,3275.03,3275.67,5799398600,68046257250,8.86E+12,0.0114,-0.0239,0.0012,-0.0068,-1
2016-9-30,3244.39,3240.18,3260.94,3239.04,3253.28,4497802200,52655734553,8.80E+12,-0.0068,0.0114,-0.0239,0.0162,2
2016-10-14,3302.65,3298.73,3306.69,3285.73,3305.85,8231627100,81485597806,8.94E+12,0.0162,-0.0068,0.0114,0.0066,1
2016-10-21,3318.6,3315.72,3341.56,3309.18,3327.74,10978517600,1.07E+11,9.00E+12,0.0066,0.0162,-0.0068,0.0037,1
2016-10-28,3345.7,3347.14,3370.75,3337.29,3340.13,9313330900,1.05E+11,9.03E+12,0.0037,0.0066,0.0162,0.0042,1
2016-11-4,3365.09,3362.21,3377.64,3348.43,3354.17,10406965500,1.11E+11,9.07E+12,0.0042,0.0037,0.0066,0.0188,2
2016-11-11,3390.61,3387.95,3422.67,3382.89,3417.22,19878149600,1.91E+11,9.24E+12,0.0188,0.0042,0.0037,1.00E-04,1
2016-11-18,3436.53,3437.49,3443.12,3413.27,3417.46,11595120500,1.17E+11,9.24E+12,1.00E-04,0.0188,0.0042,0.0304,2
2016-11-25,3488.74,3490.04,3521.3,3463.95,3521.3,15362150600,1.67E+11,9.52E+12,0.0304,1.00E-04,0.0188,0.0022,1
2016-12-2,3565.04,3559.77,3562.55,3516.79,3528.95,19635548000,2.04E+11,9.54E+12,0.0022,0.0304,1.00E-04,-0.01,-2
2016-12-9,3470.14,3464.87,3507.93,3461.76,3493.7,15030330800,1.53E+11,9.45E+12,-0.01,0.0022,0.0304,-0.0423,-2
2016-12-16,3340.43,3335.36,3356.29,3330.49,3346.03,9077542200,98112206845,9.30E+12,-0.0423,-0.01,0.0022,-0.0115,-2
2016-12-23,3335.67,3333.4,3334.89,3300.88,3307.6,9744471300,99575473231,9.20E+12,-0.0115,-0.0423,-0.01,8.00E-04,1
2016-12-30,3297.76,3302.6,3313.55,3295.75,3310.08,7174411600,76921368838,9.21E+12,8.00E-04,-0.0115,-0.0423,0.0114,2
2017-1-6,3367.79,3366.85,3368.87,3346.89,3347.67,8745911400,91072256748,9.31E+12,0.0114,8.00E-04,-0.0115,-0.0083,-1
2017-1-13,3317.62,3317.96,3338.17,3309.37,3319.91,8418058900,84556101403,9.23E+12,-0.0083,0.0114,8.00E-04,0.0105,2
2017-1-20,3329.29,3326.98,3358.41,3326.37,3354.89,6530046200,70831324310,9.34E+12,0.0105,-0.0083,0.0114,0.0099,1
2017-1-26,3375.9,3378.26,3395.88,3378.26,3387.96,6531664700,66488818305,9.44E+12,0.0099,0.0105,-0.0083,-0.0069,-1
2017-2-3,3387.96,3390.93,3392.48,3362.57,3364.49,5518886100,57113853255,9.37E+12,-0.0069,0.0099,0.0105,0.0146,2
2017-2-10,3396.29,3398.32,3422.33,3398.03,3413.49,12376872000,1.22E+11,9.51E+12,0.0146,-0.0069,0.0099,0.0023,1
2017-2-17,3440.93,3443.62,3457.56,3419.61,3421.44,11460003600,1.18E+11,9.52E+12,0.0023,0.0146,-0.0069,0.0153,2
2017-2-24,3473.32,3468.96,3473.85,3455.25,3473.85,9553513300,99875164759,9.66E+12,0.0153,0.0023,0.0146,-0.0132,-2
2017-3-3,3435.1,3424.66,3428.88,3412.83,3427.86,8099465200,90009618835,9.56E+12,-0.0132,0.0153,0.0023,0,-1
2017-3-10,3426.94,3423.98,3436.24,3423.94,3427.89,7001619900,82161714923,9.56E+12,0,-0.0132,0.0153,0.0052,1
2017-3-17,3481.51,3485.31,3488.5,3441.47,3445.81,10375556000,1.22E+11,9.60E+12,0.0052,0,-0.0132,0.0127,2
2017-3-24,3461.98,3464.2,3499.32,3461.11,3489.6,12564583300,1.42E+11,9.72E+12,0.0127,0.0052,0,-0.0096,-1
2017-3-31,3436.76,3434.82,3456.31,3430.82,3456.05,9157749100,1.01E+11,9.63E+12,-0.0096,0.0127,0.0052,0.0178,2
2017-4-7,3514.05,3514.45,3526.82,3506.39,3517.46,14029320400,1.45E+11,9.80E+12,0.0178,-0.0096,0.0127,-0.0088,-1
2017-4-14,3514.57,3516.81,3517.47,3476.95,3486.5,13547407800,1.30E+11,9.70E+12,-0.0088,0.0178,-0.0096,-0.0057,-1
2017-4-21,3461.55,3461.39,3475.56,3449.54,3466.79,10441911000,1.15E+11,9.65E+12,-0.0057,-0.0088,0.0178,-0.0078,-1
2017-4-28,3446.72,3439.57,3439.9,3417.24,3439.75,10163235100,1.14E+11,9.57E+12,-0.0078,-0.0057,-0.0088,-0.0166,-2
2017-5-5,3404.39,3393.48,3395.45,3366.56,3382.55,10989533300,1.17E+11,9.41E+12,-0.0166,-0.0078,-0.0057,8.00E-04,1
2017-5-12,3356.65,3350.94,3387.27,3349.17,3385.38,9338646600,97522124594,9.42E+12,8.00E-04,-0.0166,-0.0078,0.0055,1
2017-5-19,3398.11,3395.23,3405.94,3392.38,3403.85,7147352500,78397081602,9.47E+12,0.0055,8.00E-04,-0.0166,0.0225,2
2017-5-26,3485.66,3479.62,3498.31,3473.04,3480.43,10324115300,1.13E+11,9.69E+12,0.0225,0.0055,8.00E-04,0.0017,1
2017-6-2,3497.74,3491.59,3498.12,3470.2,3486.51,8266801000,92850747181,9.70E+12,0.0017,0.0225,0.0055,0.0257,2
2017-6-9,3560.98,3561.24,3590.89,3560.63,3576.17,10118826500,1.22E+11,9.96E+12,0.0257,0.0017,0.0225,-0.0161,-2
2017-6-16,3528.79,3522.97,3536.14,3514.39,3518.76,7645270700,91462286377,9.99E+12,-0.0161,0.0257,0.0017,0.0296,2
2017-6-23,3590.34,3583.44,3623.24,3569.32,3622.88,10512913400,1.34E+11,1.03E+13,0.0296,-0.0161,0.0257,0.0121,2
2017-6-30,3668.83,3654.73,3669.76,3646.23,3666.8,8151002800,1.02E+11,1.04E+13,0.0121,0.0296,-0.0161,-0.003,-1
2017-7-7,3660.1,3647.64,3657.11,3631.87,3655.93,10373549700,1.23E+11,1.04E+13,-0.003,0.0121,0.0296,0.0129,2
2017-7-14,3686.92,3682.62,3703.09,3672.74,3703.09,10551400500,1.21E+11,1.05E+13,0.0129,-0.003,0.0121,0.0069,1
2017-7-21,3747.88,3738.18,3751.69,3722.07,3728.6,11794122600,1.41E+11,1.06E+13,0.0069,0.0129,-0.003,-0.0018,-1
2017-7-28,3712.19,3703.49,3725.54,3696.78,3721.89,11141139200,1.26E+11,1.06E+13,-0.0018,0.0069,0.0129,-0.0038,-1
2017-8-4,3727.83,3724.72,3738.73,3707,3707.58,15747006000,1.68E+11,1.05E+13,-0.0038,-0.0018,0.0069,-0.0162,-2
2017-8-11,3715.92,3687.93,3700.49,3645.09,3647.35,15038742100,1.61E+11,1.04E+13,-0.0162,-0.0038,-0.0018,0.0212,2
2017-8-18,3721.28,3707.19,3733.49,3700.41,3724.67,9656170500,1.23E+11,1.06E+13,0.0212,-0.0162,-0.0038,0.0191,2
2017-8-25,3734.65,3736.29,3795.97,3736.29,3795.75,12994090000,1.51E+11,1.08E+13,0.0191,0.0212,-0.0162,0.0092,1
2017-9-1,3822.09,3825.34,3843.62,3818.16,3830.54,15864551100,1.83E+11,1.09E+13,0.0092,0.0191,0.0212,-0.0012,-1
2017-9-8,3829.87,3830.07,3843.02,3813.98,3825.99,10603650400,1.35E+11,1.09E+13,-0.0012,0.0092,0.0191,0.0014,1
2017-9-15,3829.96,3826.14,3843.3,3818.52,3831.3,12242700600,1.53E+11,1.09E+13,0.0014,-0.0012,0.0092,0.0017,1
2017-9-22,3837.82,3826.46,3842.25,3816.82,3837.73,10061980200,1.28E+11,1.09E+13,0.0017,0.0014,-0.0012,-3.00E-04,-1
2017-9-29,3822.54,3825.2,3852.22,3825.2,3836.5,9330602800,1.16E+11,1.09E+13,-3.00E-04,0.0017,0.0014,0.0119,2
2017-10-9,3836.5,3910.11,3918.84,3876.03,3882.21,13553585100,1.72E+11,1.10E+13,0.0119,-3.00E-04,0.0017,0.1,2
