No,Treated,classify,持股集中度2013.6,持股集中度2013.12,持股集中度2014.6,持股集中度2014.12,持股集中度2015.6,持股集中度2015.12,持股集中度2016.6,持股集中度2016.12,持股集中度2017.6,持股集中度2017.12
205818981289,0,1,55.10%,94.88%,26.83%,27.59%,46.93%,28.41%,23.51%,20.32%,42.57%,41.19%
205818927159,0,1,48.52%,34.89%,31.61%,37.94%,57.58%,45.92%,48.37%,24.28%,27.83%,23.77%
205819004571,0,1,83.37%,85.90%,93.27%,34.82%,14.78%,38.04%,37.54%,31.14%,8.63%,1.89%
205819000728,0,1,39.65%,30.01%,54.33%,33.99%,38.77%,43.18%,53.21%,21.75%,25.02%,44.18%
209860000046,0,1,54.46%,52.96%,25.18%,48.03%,34.18%,31.41%,28.15%,31.60%,37.99%,34.67%
205819002677,0,1,49.66%,50.31%,49.82%,25.88%,20.96%,36.32%,34.70%,33.89%,29.73%,47.72%
205819013177,0,1,77.61%,42.80%,45.45%,55.48%,66.70%,51.67%,15.23%,20.21%,21.92%,20.48%
205818971918,0,1,17.80%,28.77%,45.61%,76.97%,44.11%,52.39%,14.59%,31.85%,43.13%,44.29%
205819008380,0,1,49.66%,41.50%,34.19%,25.66%,42.08%,46.02%,47.47%,36.41%,31.82%,33.02%
205818045453,0,1,31.96%,43.31%,43.91%,37.25%,16.82%,35.58%,47.11%,16.22%,77.78%,39.76%
205819007295,0,1,32.84%,29.47%,30.31%,27.75%,43.59%,24.34%,47.84%,40.90%,35.83%,85.30%
205819021605,0,1,36.68%,34.10%,30.14%,29.80%,38.00%,23.75%,18.21%,52.44%,71.20%,77.54%
205818964249,0,1,51.75%,59.16%,59.03%,37.41%,23.47%,48.04%,32.95%,22.58%,31.55%,33.14%
205818274780,0,1,17.14%,4.52%,44.71%,83.45%,8.25%,21.03%,31.77%,78.65%,84.40%,85.63%
205818956288,0,1,53.56%,75.95%,43.71%,47.36%,33.47%,29.05%,35.03%,32.62%,25.51%,34.66%
205818999305,0,1,59.16%,51.18%,21.44%,24.98%,1.05%,18.07%,89.15%,57.26%,28.93%,38.28%
205819022913,0,1,69.96%,72.72%,70.45%,15.91%,31.75%,34.26%,33.94%,31.58%,34.39%,20.18%
205818959549,0,1,46.53%,39.44%,39.39%,56.75%,58.60%,47.11%,20.28%,42.60%,38.43%,28.96%
205819032041,0,1,97.59%,56.71%,32.00%,22.52%,69.56%,37.54%,40.43%,18.35%,20.33%,19.01%
205819027516,0,1,45.45%,41.86%,48.24%,33.23%,27.09%,28.45%,44.59%,48.90%,47.01%,43.01%
205819015505,0,1,38.94%,59.37%,44.45%,56.33%,17.36%,54.79%,41.85%,30.75%,30.40%,12.87%
205818999963,0,1,55.92%,49.14%,49.00%,61.68%,61.67%,35.50%,31.80%,28.65%,29.04%,34.01%
205818998898,0,1,46.88%,57.00%,42.83%,11.40%,39.47%,41.05%,39.58%,43.93%,50.17%,50.97%
205818937929,0,1,29.43%,24.61%,25.14%,30.92%,74.03%,77.18%,50.00%,40.30%,43.20%,41.57%
205818697395,0,1,41.24%,53.57%,86.40%,62.94%,44.87%,47.37%,48.90%,33.27%,16.26%,6.64%
205818938668,0,1,26.08%,58.52%,58.59%,25.47%,35.14%,36.31%,40.94%,24.68%,57.60%,57.77%
205818500691,0,1,55.05%,52.78%,48.75%,54.54%,17.12%,14.99%,39.49%,30.51%,46.86%,56.16%
205818976229,0,1,39.87%,54.87%,54.81%,72.12%,72.58%,55.11%,44.06%,35.52%,25.45%,30.76%
205818328336,0,1,36.10%,39.07%,35.33%,81.81%,29.85%,33.32%,31.48%,37.67%,48.37%,32.64%
205819015202,0,1,60.44%,51.21%,53.45%,61.30%,67.68%,55.72%,23.51%,27.13%,36.30%,30.43%
205818926438,0,1,46.21%,36.02%,31.27%,30.41%,17.57%,78.15%,46.29%,99.23%,28.61%,68.78%
205818994138,0,1,51.75%,51.40%,61.21%,39.63%,11.02%,88.03%,53.26%,36.43%,24.90%,23.83%
205818963238,0,1,2.84%,73.84%,36.85%,45.88%,15.30%,87.71%,7.87%,49.92%,55.11%,57.99%
205819000608,0,1,50.23%,41.84%,41.25%,51.28%,55.70%,48.73%,44.47%,46.14%,43.89%,23.49%
205818347701,0,1,52.17%,49.89%,51.64%,9.64%,40.63%,51.62%,41.55%,53.29%,49.25%,44.46%
205818953208,0,1,90.19%,87.73%,87.33%,68.75%,54.10%,28.02%,28.28%,23.02%,22.24%,29.23%
205818935459,0,1,57.19%,51.05%,37.83%,35.02%,18.52%,30.08%,60.69%,51.06%,53.67%,52.30%
205818923569,0,1,63.98%,63.82%,17.82%,26.27%,16.43%,40.35%,51.17%,50.50%,57.62%,61.70%
207000010788,0,1,99.58%,55.28%,57.98%,24.80%,86.80%,31.40%,8.80%,33.73%,25.02%,55.59%
205818956098,0,1,82.23%,79.89%,26.99%,26.46%,53.05%,19.08%,21.52%,86.01%,53.43%,37.13%
205818981948,0,1,61.21%,68.96%,60.09%,85.52%,59.71%,51.56%,44.37%,42.06%,25.17%,8.49%
205818950579,0,1,28.78%,78.05%,82.83%,58.61%,35.89%,46.60%,54.24%,46.11%,36.87%,30.25%
205819000406,0,1,92.97%,94.27%,95.00%,28.51%,46.25%,20.54%,17.21%,37.99%,31.12%,46.29%
205818998602,0,1,35.70%,47.46%,67.44%,33.45%,39.47%,47.43%,98.49%,33.51%,18.08%,73.42%
205818425536,0,1,27.42%,39.40%,26.38%,44.94%,45.64%,42.33%,82.81%,34.13%,90.38%,66.01%
205818972848,0,1,19.02%,13.92%,26.21%,36.56%,87.99%,98.24%,47.19%,67.02%,17.49%,30.66%
205818936498,0,1,61.79%,60.77%,49.39%,36.09%,60.74%,44.97%,38.82%,34.97%,46.06%,39.55%
205818605516,0,1,99.73%,99.74%,64.16%,32.14%,18.55%,27.35%,32.82%,41.39%,62.16%,59.68%
205818949278,0,1,75.82%,75.23%,60.19%,40.28%,74.46%,42.15%,51.44%,28.58%,25.25%,30.35%
205818998620,0,1,73.90%,62.08%,36.70%,43.14%,30.27%,39.36%,47.41%,31.19%,56.98%,49.25%
205818008240,0,1,89.20%,66.50%,65.62%,42.88%,25.06%,49.54%,58.27%,31.06%,28.00%,26.86%
205819003063,0,1,48.13%,51.74%,87.83%,57.29%,23.75%,38.77%,48.39%,46.24%,28.49%,61.16%
205818938978,0,1,44.74%,51.45%,52.30%,53.03%,85.35%,58.16%,51.70%,99.33%,3.51%,4.71%
205819022898,0,1,49.24%,55.67%,66.22%,14.57%,25.89%,99.72%,23.83%,46.61%,56.03%,66.90%
205818934868,0,1,31.18%,68.44%,97.62%,30.67%,32.72%,15.64%,54.75%,99.23%,30.05%,25.32%
205816002025,0,1,63.98%,61.15%,62.84%,41.05%,44.35%,14.00%,30.43%,64.02%,55.70%,52.89%
205818966078,0,1,100.00%,100.00%,100.00%,54.28%,41.36%,4.12%,32.91%,28.97%,44.27%,46.62%
205818003644,0,1,99.73%,99.64%,77.64%,99.79%,36.05%,35.10%,29.73%,39.47%,14.20%,35.05%
205819000902,0,1,69.17%,69.39%,67.65%,84.62%,50.97%,32.15%,36.43%,51.74%,39.63%,26.22%
205819027708,0,1,70.21%,66.17%,12.42%,99.71%,36.07%,25.45%,44.82%,47.96%,51.32%,52.53%
205818989598,0,1,51.20%,70.80%,48.50%,48.12%,30.26%,35.07%,41.81%,53.02%,67.73%,83.58%
205818976498,0,1,27.05%,43.20%,45.62%,51.88%,57.98%,84.51%,72.35%,27.57%,61.82%,68.69%
205818999680,0,1,26.47%,26.79%,39.38%,36.65%,93.90%,94.44%,53.90%,54.35%,30.20%,85.64%
205819015822,0,1,97.88%,98.04%,97.74%,82.66%,24.39%,45.64%,40.64%,28.83%,25.19%,22.41%
205818998463,0,1,28.47%,23.65%,48.42%,37.29%,48.57%,52.21%,54.53%,82.46%,93.35%,97.08%
205818644983,0,1,41.88%,46.17%,45.47%,46.64%,69.40%,75.78%,68.19%,55.39%,45.61%,39.80%
205818982258,0,1,42.20%,32.22%,61.53%,43.75%,47.36%,46.96%,71.41%,60.92%,39.71%,93.62%
205819001490,0,1,6.76%,17.43%,19.83%,99.83%,69.00%,17.38%,78.61%,99.93%,97.29%,99.96%
205818401853,0,1,66.37%,65.27%,67.44%,52.97%,26.80%,51.64%,51.16%,44.18%,49.23%,45.37%
205818999045,0,1,97.15%,96.53%,92.41%,45.46%,16.90%,30.90%,28.85%,29.40%,66.57%,53.90%
205818246567,0,1,44.87%,45.64%,23.17%,15.26%,68.14%,97.47%,94.99%,24.25%,82.89%,59.57%
205819019929,0,1,32.01%,52.76%,41.01%,72.54%,32.29%,98.61%,98.51%,28.22%,56.38%,34.11%
205818947818,0,1,84.49%,49.08%,41.26%,55.02%,79.38%,63.51%,25.88%,51.94%,48.42%,51.87%
205818223774,0,1,89.49%,70.57%,54.69%,99.83%,36.49%,35.45%,37.43%,64.23%,59.79%,11.75%
205819030822,0,1,83.89%,90.84%,95.93%,65.26%,38.24%,49.84%,40.75%,96.88%,7.87%,2.50%
205819029511,0,1,48.74%,33.25%,69.64%,41.74%,98.79%,98.61%,69.20%,64.08%,71.10%,10.25%
205818998921,0,1,68.37%,72.35%,73.67%,30.54%,55.17%,47.25%,51.37%,51.51%,55.47%,51.90%
205818115188,0,1,45.49%,33.95%,66.65%,83.72%,100.00%,77.26%,58.47%,53.68%,27.73%,32.08%
205818999393,0,1,97.08%,88.00%,41.07%,3.09%,14.01%,92.86%,7.29%,44.80%,66.98%,70.15%
205818175184,0,1,92.72%,93.61%,94.12%,34.75%,72.83%,66.00%,37.72%,39.55%,34.31%,41.40%
205818938178,0,1,36.89%,31.68%,56.60%,50.11%,71.30%,99.54%,57.73%,87.90%,4.13%,71.10%
205818083677,0,1,44.51%,25.95%,57.45%,74.61%,50.24%,38.79%,38.36%,79.80%,75.61%,79.99%
205819013239,0,1,46.08%,37.76%,36.90%,27.56%,73.83%,58.41%,70.10%,74.74%,75.68%,77.33%
205819003710,0,1,73.50%,81.48%,79.17%,83.92%,11.45%,29.95%,30.90%,56.03%,63.76%,62.50%
205818190515,0,1,58.24%,57.15%,50.36%,64.59%,37.47%,37.65%,46.00%,73.68%,74.12%,66.85%
205818232906,0,1,44.54%,46.31%,50.54%,43.90%,93.17%,83.33%,61.85%,55.69%,55.61%,56.37%
205818716630,0,1,99.95%,91.09%,90.84%,87.46%,68.91%,50.16%,39.08%,84.02%,14.32%,2.03%
205819019731,0,1,12.08%,96.37%,66.31%,39.20%,40.43%,47.51%,27.17%,99.48%,64.24%,51.01%
205818983348,0,1,52.99%,68.71%,66.52%,56.47%,39.60%,50.24%,56.94%,70.80%,55.79%,53.45%
205818999976,0,1,69.40%,56.55%,88.58%,99.88%,1.92%,44.19%,57.77%,59.87%,53.83%,54.12%
205818974849,0,1,60.86%,99.97%,64.27%,64.84%,26.63%,35.95%,72.32%,53.97%,49.81%,74.23%
205818001146,0,1,45.67%,29.81%,65.90%,45.85%,33.70%,69.88%,88.12%,77.74%,73.56%,84.60%
205818927628,0,1,97.46%,95.87%,84.18%,94.72%,35.54%,77.69%,77.59%,59.82%,25.15%,21.55%
205818061774,0,1,99.99%,99.83%,99.83%,53.34%,90.27%,58.37%,67.68%,30.31%,33.78%,30.04%
205818999158,0,1,27.62%,36.58%,59.03%,60.16%,99.27%,99.08%,97.56%,37.91%,37.78%,47.18%
205819031710,0,1,100.00%,61.56%,61.09%,44.51%,53.32%,50.48%,58.66%,99.92%,99.96%,54.06%
205818838261,0,1,69.78%,19.92%,16.45%,72.82%,97.36%,87.81%,86.90%,78.89%,44.19%,43.34%
205818983039,0,1,94.13%,94.21%,93.81%,40.76%,12.54%,96.06%,41.43%,35.42%,59.27%,47.35%
205818999801,0,1,31.92%,99.82%,0.14%,43.27%,68.71%,53.32%,40.58%,81.32%,75.73%,99.91%
205818971629,0,1,99.72%,40.91%,36.00%,66.28%,73.62%,69.28%,74.88%,99.99%,22.23%,55.63%
205818093436,0,1,90.27%,55.09%,31.21%,42.78%,63.28%,77.62%,83.56%,58.28%,65.74%,69.95%
205819003841,0,1,61.26%,62.91%,99.05%,96.42%,95.80%,96.02%,31.25%,28.23%,63.57%,56.10%
205818007618,0,1,82.68%,77.56%,54.12%,56.57%,42.41%,45.53%,43.83%,68.32%,78.59%,82.85%
205819004702,0,1,99.14%,73.28%,99.45%,32.00%,56.56%,47.92%,54.98%,68.22%,57.46%,58.09%
205818996008,0,1,99.95%,99.13%,99.98%,91.97%,75.95%,64.58%,44.91%,43.91%,42.22%,44.67%
205818998297,0,1,57.76%,99.57%,47.00%,42.99%,75.06%,81.21%,97.78%,76.94%,61.66%,89.71%
205819000235,0,1,99.03%,98.11%,93.66%,41.45%,49.66%,50.50%,38.04%,34.57%,60.46%,92.88%
205819018088,0,1,38.56%,90.98%,47.97%,74.71%,99.99%,93.66%,31.14%,70.56%,69.87%,31.31%
205818148972,0,1,34.81%,77.13%,34.80%,38.64%,38.65%,88.75%,84.95%,51.70%,99.91%,99.88%
205818962018,0,1,93.38%,54.23%,49.70%,48.27%,45.78%,38.50%,80.19%,71.07%,89.10%,91.69%
205819012592,0,1,64.44%,68.07%,60.73%,37.96%,26.44%,93.36%,99.96%,88.70%,60.39%,66.17%
205818985809,0,1,99.78%,100.00%,88.03%,44.41%,54.94%,79.23%,45.81%,57.72%,59.34%,60.88%
205819017141,0,1,87.91%,89.27%,90.47%,33.84%,57.23%,69.83%,72.87%,60.81%,64.29%,70.62%
205819029772,0,1,98.43%,99.79%,74.89%,64.76%,73.35%,28.30%,63.80%,78.55%,48.11%,97.17%
205819010253,0,1,71.78%,66.68%,64.39%,79.30%,74.25%,64.78%,93.95%,47.03%,46.37%,97.75%
205818000836,0,1,75.16%,75.09%,43.76%,95.36%,99.89%,75.84%,66.65%,24.82%,99.90%,93.76%
205818998485,0,1,84.72%,71.75%,59.96%,75.68%,54.40%,99.75%,98.23%,91.98%,58.07%,32.78%
205819014261,0,1,43.55%,46.35%,30.22%,75.67%,97.83%,66.82%,97.96%,62.84%,79.95%,99.99%
205818004327,0,1,66.48%,99.86%,11.34%,59.15%,86.58%,81.20%,88.12%,83.38%,84.23%,82.58%
205818043299,0,1,75.48%,74.71%,60.74%,58.92%,1.72%,72.60%,84.57%,93.26%,92.01%,94.73%
205818983148,0,1,75.56%,79.88%,77.20%,88.78%,93.82%,76.73%,50.47%,96.52%,62.97%,39.67%
205819001938,0,1,99.85%,99.83%,99.82%,99.81%,39.60%,58.44%,98.92%,67.86%,51.44%,42.30%
205819020646,0,1,82.60%,87.25%,84.06%,88.47%,90.15%,84.51%,79.81%,70.59%,19.72%,69.63%
205818982649,0,1,96.32%,59.09%,74.41%,97.45%,87.21%,68.51%,65.83%,97.60%,26.44%,99.95%
205818973999,0,1,96.88%,97.28%,97.22%,98.10%,43.02%,37.78%,99.99%,59.28%,57.52%,99.66%
205819027671,0,1,68.84%,66.26%,99.60%,86.76%,26.43%,55.75%,79.27%,99.96%,97.01%,87.59%
205818966838,0,1,99.04%,99.97%,99.74%,99.99%,59.46%,87.09%,86.83%,54.47%,36.11%,46.86%
205818999571,0,1,99.98%,99.42%,99.34%,98.48%,65.16%,99.99%,28.30%,63.48%,86.87%,99.35%
205819027920,0,1,99.99%,79.36%,79.93%,79.77%,66.12%,60.35%,64.74%,66.10%,70.11%,100.00%
205818001316,0,1,99.90%,58.59%,98.93%,24.83%,81.70%,93.93%,91.01%,74.62%,65.04%,69.76%
205819031698,0,1,81.16%,77.78%,71.98%,99.57%,50.07%,62.03%,86.83%,98.33%,52.60%,95.37%
205816001363,0,1,75.91%,87.03%,80.78%,100.00%,83.49%,75.28%,0.43%,94.79%,99.93%,99.98%
205819019101,0,1,98.15%,98.38%,97.82%,99.12%,82.84%,53.26%,61.33%,75.79%,92.14%,51.99%
205819033052,0,1,93.49%,53.63%,73.52%,90.86%,100.00%,99.98%,95.73%,95.38%,92.48%,80.10%
205818267196,0,1,32.46%,99.32%,29.95%,95.99%,99.44%,98.26%,98.43%,89.62%,96.70%,99.99%
205818487291,0,1,100.00%,99.97%,99.97%,99.99%,38.30%,82.95%,36.16%,51.99%,98.85%,99.94%
205819001885,0,1,99.79%,33.25%,54.05%,99.92%,99.90%,99.88%,99.87%,99.89%,99.12%,99.97%
205818623596,0,1,98.66%,98.75%,98.92%,51.03%,90.18%,82.01%,83.13%,82.76%,76.58%,99.96%
205818315281,0,1,99.18%,99.38%,99.29%,99.49%,98.79%,99.42%,91.20%,62.44%,89.14%,100.00%
205818538935,0,1,99.53%,99.61%,99.71%,99.87%,63.58%,99.72%,99.84%,78.62%,99.57%,95.14%
205819017273,0,1,100.00%,99.94%,78.70%,99.99%,90.02%,99.76%,93.70%,96.11%,95.59%,93.17%
208500000013,0,1,87.21%,99.29%,92.88%,95.76%,99.98%,99.94%,97.10%,99.72%,99.97%,99.96%
205818707903,0,1,99.72%,99.87%,99.89%,99.80%,99.94%,99.80%,99.99%,99.98%,99.41%,98.88%
205819027441,0,1,99.91%,99.60%,99.96%,99.73%,99.97%,99.85%,99.87%,99.96%,99.78%,99.88%
205819005370,0,0,9.39%,13.39%,12.16%,10.51%,10.05%,8.15%,8.40%,8.54%,6.44%,6.59%
205819020418,0,0,15.80%,15.80%,17.85%,16.47%,6.94%,7.09%,7.73%,7.86%,8.54%,11.04%
205818984608,0,0,14.52%,13.87%,12.42%,14.42%,10.78%,8.78%,8.64%,11.72%,11.88%,12.07%
205818544497,0,0,11.96%,11.40%,11.66%,15.09%,15.35%,17.01%,12.58%,11.32%,12.84%,12.92%
205818930228,0,0,13.83%,13.04%,10.50%,12.46%,16.60%,12.68%,12.00%,14.10%,16.68%,17.88%
205818003188,0,0,12.07%,9.32%,9.50%,11.63%,11.41%,18.92%,20.84%,16.05%,21.66%,21.11%
205818983978,0,0,21.56%,19.13%,21.71%,10.42%,10.21%,12.10%,15.65%,14.66%,12.94%,11.82%
205818998726,0,0,22.35%,17.94%,22.76%,7.40%,5.15%,8.37%,13.62%,15.43%,17.86%,14.99%
205818945919,0,0,12.49%,10.52%,10.60%,12.09%,14.54%,13.87%,15.52%,23.69%,24.38%,21.15%
205818542738,0,0,9.10%,9.44%,9.73%,8.88%,29.45%,30.12%,26.44%,35.07%,14.94%,9.67%
205818973008,0,0,11.60%,15.33%,13.68%,22.03%,8.82%,21.34%,15.13%,15.08%,21.78%,34.98%
205819019179,0,0,14.97%,20.95%,25.49%,19.15%,12.44%,15.54%,16.02%,18.71%,14.48%,18.28%
205818968069,0,0,14.08%,39.18%,44.46%,6.91%,10.74%,18.80%,17.50%,16.96%,12.96%,13.86%
205818018504,0,0,26.92%,21.71%,15.04%,19.38%,19.16%,16.54%,18.23%,18.10%,20.53%,23.11%
205818956899,0,0,17.65%,3.81%,3.84%,21.50%,23.35%,17.64%,18.33%,39.66%,16.62%,20.61%
205818900776,0,0,7.43%,19.10%,15.96%,33.55%,13.13%,44.72%,25.05%,24.18%,25.54%,20.51%
205819022666,0,0,20.51%,20.21%,12.07%,29.95%,27.79%,14.95%,15.58%,25.04%,16.63%,48.76%
205818949249,0,0,21.62%,14.87%,12.10%,12.11%,15.07%,43.23%,46.28%,30.17%,30.31%,21.86%
205819017226,0,0,36.26%,26.57%,27.64%,34.13%,22.86%,20.44%,19.66%,20.04%,20.28%,19.82%
205818983609,0,0,27.40%,25.76%,30.12%,32.93%,26.51%,24.73%,24.60%,19.66%,22.48%,27.78%
205818988419,0,0,34.39%,33.26%,35.00%,33.32%,30.50%,23.37%,12.56%,24.73%,20.44%,26.90%
205816002127,0,0,15.43%,23.73%,21.41%,16.89%,46.91%,33.39%,30.92%,29.05%,31.37%,15.90%
205818975639,0,0,44.22%,37.22%,49.37%,38.24%,26.00%,22.40%,19.30%,17.25%,16.16%,19.84%
205818563620,0,0,29.29%,32.02%,27.51%,26.16%,28.80%,28.17%,30.96%,23.54%,23.14%,16.96%
205819000519,0,0,25.97%,78.28%,17.05%,74.94%,13.30%,16.49%,18.50%,26.92%,19.40%,21.12%
205818975268,0,0,35.28%,38.64%,32.75%,20.23%,25.84%,26.28%,25.28%,25.75%,23.76%,22.10%
205818977208,0,0,14.93%,17.60%,26.51%,19.90%,25.65%,41.85%,40.75%,43.97%,37.61%,38.00%
205818322996,0,0,19.00%,21.45%,24.11%,23.90%,20.05%,20.13%,36.68%,65.34%,47.44%,26.53%
205818939839,0,0,38.06%,33.11%,42.68%,42.06%,35.28%,26.68%,24.16%,14.70%,34.46%,15.84%
